N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 325 2.100E-4 1.244754197E+00 1.327511405E+00
1.468000E+10 1.000E+17 325 2.100E-4 1.264999368E+00 1.327617060E+00
2.154000E+10 1.000E+17 325 2.100E-4 1.281005462E+00 1.327770581E+00
3.162000E+10 1.000E+17 325 2.100E-4 1.293355214E+00 1.327992626E+00
4.642000E+10 1.000E+17 325 2.100E-4 1.302799992E+00 1.328311776E+00
6.813000E+10 1.000E+17 325 2.100E-4 1.310065265E+00 1.328766356E+00
1.000000E+11 1.000E+17 325 2.100E-4 1.315764265E+00 1.329405797E+00
1.468000E+11 1.000E+17 325 2.100E-4 1.320386268E+00 1.330290337E+00
2.154000E+11 1.000E+17 325 2.100E-4 1.324318835E+00 1.331487631E+00
3.162000E+11 1.000E+17 325 2.100E-4 1.327872451E+00 1.333065164E+00
4.642000E+11 1.000E+17 325 2.100E-4 1.331293500E+00 1.335079170E+00
6.813000E+11 1.000E+17 325 2.100E-4 1.334766554E+00 1.337562995E+00
1.000000E+12 1.000E+17 325 2.100E-4 1.338420353E+00 1.340524738E+00
1.468000E+12 1.000E+17 325 2.100E-4 1.342402665E+00 1.344016702E+00
2.154000E+12 1.000E+17 325 2.100E-4 1.346588475E+00 1.347858643E+00
3.162000E+12 1.000E+17 325 2.100E-4 1.350952621E+00 1.351973777E+00
4.642000E+12 1.000E+17 325 2.100E-4 1.355645051E+00 1.356474937E+00
6.813000E+12 1.000E+17 325 2.100E-4 1.360578628E+00 1.361240869E+00
1.000000E+13 1.000E+17 325 2.100E-4 1.365739770E+00 1.366268881E+00
