N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 325 2.100E-4 1.206828143E+00 1.263476805E+00
1.468000E+10 1.000E+17 325 2.100E-4 1.226761632E+00 1.264592975E+00
2.154000E+10 1.000E+17 325 2.100E-4 1.239234840E+00 1.267803088E+00
3.162000E+10 1.000E+17 325 2.100E-4 1.248327911E+00 1.268099378E+00
4.642000E+10 1.000E+17 325 2.100E-4 1.260788613E+00 1.273929196E+00
6.813000E+10 1.000E+17 325 2.100E-4 1.270869484E+00 1.279131210E+00
1.000000E+11 1.000E+17 325 2.100E-4 1.278814032E+00 1.284339236E+00
1.468000E+11 1.000E+17 325 2.100E-4 1.286770181E+00 1.290483505E+00
2.154000E+11 1.000E+17 325 2.100E-4 1.296106884E+00 1.298085794E+00
3.162000E+11 1.000E+17 325 2.100E-4 1.303962180E+00 1.304679552E+00
4.642000E+11 1.000E+17 325 2.100E-4 1.310299823E+00 1.310476101E+00
6.813000E+11 1.000E+17 325 2.100E-4 1.316404897E+00 1.316170564E+00
1.000000E+12 1.000E+17 325 2.100E-4 1.320804482E+00 1.321131149E+00
1.468000E+12 1.000E+17 325 2.100E-4 1.325408062E+00 1.325794078E+00
2.154000E+12 1.000E+17 325 2.100E-4 1.329975623E+00 1.330279578E+00
3.162000E+12 1.000E+17 325 2.100E-4 1.333279392E+00 1.333591331E+00
4.642000E+12 1.000E+17 325 2.100E-4 1.319312324E+00 1.319635817E+00
6.813000E+12 1.000E+17 325 2.100E-4 1.344303605E+00 1.344497229E+00
1.000000E+13 1.000E+17 325 2.100E-4 1.350974337E+00 1.351145181E+00
