T d154 d184 d214 d244
d 150 180 210 240
290 3.330638500E-02 3.286336200E-02 3.240601800E-02 3.129153500E-02
295 3.229911900E-02 3.201043500E-02 3.165898400E-02 3.073767300E-02
300 3.155699300E-02 3.142161900E-02 3.119583000E-02 3.036081200E-02
305 3.127823700E-02 3.120693500E-02 3.067683500E-02 3.033001900E-02
310 3.045275200E-02 3.038810900E-02 2.989589900E-02 2.960373300E-02
315 2.891222600E-02 2.880570200E-02 2.828300000E-02 2.801237200E-02
320 2.626474900E-02 2.600906500E-02 2.543813900E-02 2.498946000E-02
325 2.039453600E-02 1.969479400E-02 1.879248100E-02 1.811158600E-02
330 9.379194000E-03 7.751012000E-03 5.024776000E-03 5.157352000E-03
335 -9.981852000E-03 -1.319762200E-02 -1.688631600E-02 -1.735552100E-02
340 -4.421695300E-02 -4.985607700E-02 -5.497299100E-02 -5.620631100E-02
