T d154 d184 d214 d244
d 150 180 210 240
290 3.255552600E-02 3.194360400E-02 3.143224700E-02 3.037765700E-02
295 3.172434100E-02 3.127486200E-02 3.088021200E-02 2.989509000E-02
300 3.110863100E-02 3.080014500E-02 3.053429100E-02 2.957927000E-02
305 3.093103200E-02 3.068569400E-02 3.004146800E-02 2.962063500E-02
310 3.043929000E-02 3.024096300E-02 2.969047100E-02 2.934654200E-02
315 2.953111600E-02 2.951071200E-02 2.903293600E-02 2.876400100E-02
320 2.814250900E-02 2.832671800E-02 2.805948400E-02 2.782286900E-02
325 2.496343900E-02 2.543510300E-02 2.539857100E-02 2.527996900E-02
330 1.896932000E-02 1.986752400E-02 1.900989000E-02 2.040506400E-02
335 8.375161000E-03 9.957076000E-03 9.818102000E-03 1.171701000E-02
340 -1.113812800E-02 -8.303007000E-03 -7.187959000E-03 -4.333469000E-03
