T d154 d184 d214 d244
d 150 180 210 240
290 3.174657700E-02 3.173414400E-02 3.165097100E-02 3.095068800E-02
295 3.119035100E-02 3.119589500E-02 3.117959100E-02 3.046737900E-02
300 3.074596500E-02 3.076529700E-02 3.076236900E-02 3.004064600E-02
305 3.066884600E-02 3.064489600E-02 3.023081200E-02 2.997561200E-02
310 3.036535900E-02 3.027326500E-02 2.985293500E-02 2.962658300E-02
315 2.984168800E-02 2.984791700E-02 2.941619300E-02 2.918412500E-02
320 2.924042500E-02 2.934606100E-02 2.900867600E-02 2.872391900E-02
325 2.785500700E-02 2.806456600E-02 2.776137900E-02 2.742910700E-02
330 2.535447900E-02 2.567894400E-02 2.419785400E-02 2.509945300E-02
335 2.106440000E-02 2.151884100E-02 2.014557200E-02 2.104478000E-02
340 1.286231400E-02 1.358852300E-02 1.238512800E-02 1.332148600E-02
