T d154 d184 d214 d244
d 150 180 210 240
290 3.176502200E-02 3.178091900E-02 3.162568200E-02 3.078924800E-02
295 3.113070500E-02 3.120063100E-02 3.116493500E-02 3.045427600E-02
300 3.070446200E-02 3.083841300E-02 3.089520700E-02 3.022495700E-02
305 3.063759300E-02 3.077328500E-02 3.045292800E-02 3.030610200E-02
310 3.004988300E-02 3.000377800E-02 2.960412300E-02 2.954920200E-02
315 2.859003400E-02 2.829189400E-02 2.770393200E-02 2.728497100E-02
320 2.554200700E-02 2.509403800E-02 2.420445100E-02 2.339040000E-02
325 1.928322500E-02 1.790845300E-02 1.620254700E-02 1.462184800E-02
330 7.378957000E-03 4.360931000E-03 1.919900000E-05 -1.679603000E-03
335 -1.348941600E-02 -1.923213400E-02 -2.584434000E-02 -2.957885200E-02
340 -4.991934100E-02 -5.978164200E-02 -6.973500700E-02 -7.628618800E-02
