T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.475481E-1 3.181680E+1 5.271100E-1 8.074520E+1 7.509130E-1 3.211770E+1 5.254050E-1 8.140670E+1 4.4810784E-01 9.3686659E-01 -3.2451157E-01 8.1258668E-01
295 7.480948E-1 3.087500E+1 5.148570E-1 8.016130E+1 7.515709E-1 3.119290E+1 5.133040E-1 8.085580E+1 4.6251125E-01 1.0191422E+00 -3.0254976E-01 8.5893653E-01
300 7.485959E-1 2.993210E+1 5.025990E-1 7.955520E+1 7.521121E-1 3.025940E+1 5.011490E-1 8.028080E+1 4.6751010E-01 1.0816474E+00 -2.8933511E-01 9.0382757E-01
305 7.490625E-1 2.898810E+1 4.903250E-1 7.892550E+1 7.526354E-1 2.932820E+1 4.889650E-1 7.969360E+1 4.7471857E-01 1.1596348E+00 -2.7813852E-01 9.6381642E-01
310 7.494971E-1 2.804380E+1 4.779320E-1 7.828910E+1 7.530958E-1 2.839410E+1 4.767190E-1 7.908890E+1 4.7785421E-01 1.2337070E+00 -2.5444759E-01 1.0112671E+00
315 7.499009E-1 2.710000E+1 4.655330E-1 7.762750E+1 7.534651E-1 2.745350E+1 4.644410E-1 7.845220E+1 4.7304115E-01 1.2876318E+00 -2.3512136E-01 1.0512134E+00
320 7.502871E-1 2.615770E+1 4.531370E-1 7.693850E+1 7.538197E-1 2.651520E+1 4.522030E-1 7.778480E+1 4.6862665E-01 1.3482832E+00 -2.0654441E-01 1.0880018E+00
325 7.506516E-1 2.521660E+1 4.407320E-1 7.622100E+1 7.541203E-1 2.557480E+1 4.399490E-1 7.708510E+1 4.5996640E-01 1.4005975E+00 -1.7797517E-01 1.1209689E+00
330 7.509963E-1 2.427760E+1 4.282380E-1 7.548890E+1 7.543467E-1 2.462940E+1 4.275410E-1 7.636700E+1 4.4414591E-01 1.4283742E+00 -1.6302530E-01 1.1498422E+00
335 7.513340E-1 2.334130E+1 4.157230E-1 7.472890E+1 7.545557E-1 2.368560E+1 4.151800E-1 7.560630E+1 4.2696649E-01 1.4536258E+00 -1.3078665E-01 1.1604853E+00
340 7.516575E-1 2.240820E+1 4.032150E-1 7.393510E+1 7.547172E-1 2.274000E+1 4.028140E-1 7.480030E+1 4.0541013E-01 1.4591029E+00 -9.9549668E-02 1.1566799E+00
