T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.105623E-1 9.932000E+0 4.136240E-1 7.731810E+1 3.695683E-1 1.227470E+1 4.262190E-1 7.792610E+1 1.5966196E+01 1.9085599E+01 2.9550536E+00 7.8022639E-01
295 3.164404E-1 9.672800E+0 3.994670E-1 7.652040E+1 3.785212E-1 1.205460E+1 4.126200E-1 7.718150E+1 1.6400878E+01 1.9758432E+01 3.1876787E+00 8.5655241E-01
300 3.222497E-1 9.396800E+0 3.851790E-1 7.570550E+1 3.860422E-1 1.175890E+1 3.987310E-1 7.639280E+1 1.6524748E+01 2.0087763E+01 3.3987826E+00 8.9969212E-01
305 3.280516E-1 9.106400E+0 3.709880E-1 7.482450E+1 3.941479E-1 1.146640E+1 3.849050E-1 7.558140E+1 1.6769416E+01 2.0581874E+01 3.6156974E+00 1.0014369E+00
310 3.338090E-1 8.801500E+0 3.566830E-1 7.392210E+1 4.016598E-1 1.113450E+1 3.710540E-1 7.470920E+1 1.6892604E+01 2.0952894E+01 3.8730212E+00 1.0535516E+00
315 3.394860E-1 8.481200E+0 3.424320E-1 7.295620E+1 4.077112E-1 1.073610E+1 3.568180E-1 7.379830E+1 1.6733708E+01 2.1002971E+01 4.0317473E+00 1.1410832E+00
320 3.452096E-1 8.149700E+0 3.281520E-1 7.194240E+1 4.139452E-1 1.033050E+1 3.426710E-1 7.282870E+1 1.6605000E+01 2.1110304E+01 4.2370087E+00 1.2169653E+00
325 3.508898E-1 7.805200E+0 3.138530E-1 7.087360E+1 4.193212E-1 9.885100E+0 3.283390E-1 7.179790E+1 1.6319566E+01 2.1040758E+01 4.4119036E+00 1.2873636E+00
330 3.564996E-1 7.447700E+0 2.996090E-1 6.972840E+1 4.231744E-1 9.383600E+0 3.136630E-1 7.069500E+1 1.5755868E+01 2.0630675E+01 4.4806050E+00 1.3672820E+00
335 3.622163E-1 7.082000E+0 2.852720E-1 6.853760E+1 4.268488E-1 8.870500E+0 2.989660E-1 6.951050E+1 1.5141779E+01 2.0162336E+01 4.5804540E+00 1.3996447E+00
340 3.679158E-1 6.705800E+0 2.710360E-1 6.724780E+1 4.295720E-1 8.326400E+0 2.839960E-1 6.825130E+1 1.4352937E+01 1.9463394E+01 4.5634446E+00 1.4703017E+00
