T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 4.883078E-1 1.732040E+1 4.498050E-1 7.885720E+1 5.425250E-1 1.978110E+1 4.594230E-1 7.936310E+1 9.9934934E+00 1.2439652E+01 2.0934955E+00 6.3744990E-01
295 4.937943E-1 1.682590E+1 4.359470E-1 7.816270E+1 5.499861E-1 1.930930E+1 4.460970E-1 7.870220E+1 1.0216949E+01 1.2861160E+01 2.2752899E+00 6.8549545E-01
300 4.991439E-1 1.631390E+1 4.221590E-1 7.742050E+1 5.560690E-1 1.876130E+1 4.326110E-1 7.798950E+1 1.0237057E+01 1.3044938E+01 2.4160273E+00 7.2958539E-01
305 5.044148E-1 1.578700E+1 4.083200E-1 7.665020E+1 5.625497E-1 1.821820E+1 4.192300E-1 7.724890E+1 1.0334180E+01 1.3344897E+01 2.6023901E+00 7.7502722E-01
310 5.095815E-1 1.524580E+1 3.944450E-1 7.584890E+1 5.684262E-1 1.763750E+1 4.056720E-1 7.648720E+1 1.0352215E+01 1.3560312E+01 2.7675068E+00 8.3451872E-01
315 5.146114E-1 1.468960E+1 3.806250E-1 7.499530E+1 5.730099E-1 1.699310E+1 3.919470E-1 7.566300E+1 1.0191534E+01 1.3555502E+01 2.8886559E+00 8.8246567E-01
320 5.196187E-1 1.412290E+1 3.666950E-1 7.411960E+1 5.776855E-1 1.634450E+1 3.782050E-1 7.480870E+1 1.0051628E+01 1.3592340E+01 3.0433231E+00 9.2114955E-01
325 5.245249E-1 1.354400E+1 3.528160E-1 7.318710E+1 5.816238E-1 1.565990E+1 3.643050E-1 7.390660E+1 9.8171533E+00 1.3511581E+01 3.1536762E+00 9.7352605E-01
330 5.293121E-1 1.295370E+1 3.389310E-1 7.220590E+1 5.843179E-1 1.492310E+1 3.501990E-1 7.292830E+1 9.4136770E+00 1.3196990E+01 3.2175991E+00 9.9056196E-01
335 5.341303E-1 1.235660E+1 3.249950E-1 7.118320E+1 5.868585E-1 1.417780E+1 3.359200E-1 7.191870E+1 8.9848234E+00 1.2845434E+01 3.2522624E+00 1.0226826E+00
340 5.388696E-1 1.175070E+1 3.111250E-1 7.008790E+1 5.886498E-1 1.340470E+1 3.215420E-1 7.082120E+1 8.4566749E+00 1.2338956E+01 3.2397012E+00 1.0354244E+00
