T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.448453E-1 7.428800E+0 3.972610E-1 7.637510E+1 2.993824E-1 9.487100E+0 4.111580E-1 7.707250E+1 1.8216535E+01 2.1695776E+01 3.3799659E+00 9.0486230E-01
295 2.501706E-1 7.235400E+0 3.828510E-1 7.554350E+1 3.079359E-1 9.336200E+0 3.973290E-1 7.630620E+1 1.8758872E+01 2.2501660E+01 3.6438317E+00 9.9952560E-01
300 2.554618E-1 7.027600E+0 3.684230E-1 7.466850E+1 3.151840E-1 9.117500E+0 3.832490E-1 7.548010E+1 1.8948360E+01 2.2921854E+01 3.8685032E+00 1.0752503E+00
305 2.607763E-1 6.807500E+0 3.539470E-1 7.375280E+1 3.230529E-1 8.902000E+0 3.693320E-1 7.461010E+1 1.9277524E+01 2.3528421E+01 4.1656288E+00 1.1490401E+00
310 2.660778E-1 6.574600E+0 3.395370E-1 7.277400E+1 3.304002E-1 8.650900E+0 3.552030E-1 7.371340E+1 1.9468027E+01 2.4000971E+01 4.4104357E+00 1.2743952E+00
315 2.713280E-1 6.328400E+0 3.250060E-1 7.176490E+1 3.363632E-1 8.338900E+0 3.408730E-1 7.272900E+1 1.9334814E+01 2.4109895E+01 4.6548128E+00 1.3256060E+00
320 2.766551E-1 6.072600E+0 3.105880E-1 7.067270E+1 3.425414E-1 8.020200E+0 3.264740E-1 7.171740E+1 1.9234551E+01 2.4283684E+01 4.8659311E+00 1.4566897E+00
325 2.819639E-1 5.804900E+0 2.960550E-1 6.953950E+1 3.479019E-1 7.664400E+0 3.119650E-1 7.061810E+1 1.8953044E+01 2.4261521E+01 5.0999311E+00 1.5273705E+00
330 2.872369E-1 5.525900E+0 2.816100E-1 6.831530E+1 3.517671E-1 7.256600E+0 2.970630E-1 6.944350E+1 1.8344581E+01 2.3850012E+01 5.2019269E+00 1.6246301E+00
335 2.926393E-1 5.239500E+0 2.671140E-1 6.702850E+1 3.554666E-1 6.837600E+0 2.821330E-1 6.817900E+1 1.7674600E+01 2.3372236E+01 5.3233759E+00 1.6874697E+00
340 2.980589E-1 4.943800E+0 2.526700E-1 6.564490E+1 3.582248E-1 6.390000E+0 2.669380E-1 6.682470E+1 1.6795571E+01 2.2632238E+01 5.3450614E+00 1.7655148E+00
