T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 4.178128E-1 1.427430E+1 4.360180E-1 7.835570E+1 4.759368E-1 1.677110E+1 4.467690E-1 7.887330E+1 1.2212546E+01 1.4887515E+01 2.4063890E+00 6.5624235E-01
295 4.237880E-1 1.388390E+1 4.221080E-1 7.761420E+1 4.843479E-1 1.640880E+1 4.333640E-1 7.817490E+1 1.2503389E+01 1.5387475E+01 2.5973546E+00 7.1723789E-01
300 4.296435E-1 1.347520E+1 4.081340E-1 7.684640E+1 4.913147E-1 1.596790E+1 4.197510E-1 7.742780E+1 1.2552281E+01 1.5610694E+01 2.7675932E+00 7.5089309E-01
305 4.354416E-1 1.305060E+1 3.941320E-1 7.604330E+1 4.987493E-1 1.553040E+1 4.061160E-1 7.667450E+1 1.2693291E+01 1.5967393E+01 2.9508810E+00 8.2322024E-01
310 4.411513E-1 1.261060E+1 3.801910E-1 7.518770E+1 5.055595E-1 1.505300E+1 3.924710E-1 7.586560E+1 1.2739984E+01 1.6225337E+01 3.1288936E+00 8.9355386E-01
315 4.467351E-1 1.215440E+1 3.661100E-1 7.431430E+1 5.109752E-1 1.450890E+1 3.785460E-1 7.500960E+1 1.2572058E+01 1.6227970E+01 3.2852018E+00 9.2694802E-01
320 4.523198E-1 1.168650E+1 3.521100E-1 7.337720E+1 5.165104E-1 1.395850E+1 3.646090E-1 7.411970E+1 1.2427746E+01 1.6276821E+01 3.4280558E+00 1.0017580E+00
325 4.578168E-1 1.120520E+1 3.380640E-1 7.239830E+1 5.212381E-1 1.336930E+1 3.505990E-1 7.315840E+1 1.2167434E+01 1.6187085E+01 3.5753097E+00 1.0389784E+00
330 4.632036E-1 1.071090E+1 3.240050E-1 7.136760E+1 5.245824E-1 1.272500E+1 3.361900E-1 7.215360E+1 1.1700507E+01 1.5827898E+01 3.6244386E+00 1.0893427E+00
335 4.686494E-1 1.020850E+1 3.100140E-1 7.026430E+1 5.277548E-1 1.207010E+1 3.218060E-1 7.107010E+1 1.1199405E+01 1.5423236E+01 3.6643195E+00 1.1338101E+00
340 4.740312E-1 9.695800E+0 2.959070E-1 6.912270E+1 5.300780E-1 1.138520E+1 3.071700E-1 6.992340E+1 1.0573312E+01 1.4838562E+01 3.6666992E+00 1.1451102E+00
