T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 6.914349E-1 2.757230E+1 5.019240E-1 7.944820E+1 7.155706E-1 2.911050E+1 5.034970E-1 8.079800E+1 3.3729306E+00 5.2840041E+00 3.1241497E-01 1.6705859E+00
295 6.931891E-1 2.670140E+1 4.886110E-1 7.883510E+1 7.179779E-1 2.827790E+1 4.910810E-1 8.020160E+1 3.4525854E+00 5.5750250E+00 5.0297201E-01 1.7038313E+00
300 6.948795E-1 2.582580E+1 4.752670E-1 7.820010E+1 7.198119E-1 2.740570E+1 4.783880E-1 7.958700E+1 3.4637382E+00 5.7648591E+00 6.5239931E-01 1.7426213E+00
305 6.965323E-1 2.494770E+1 4.619210E-1 7.753940E+1 7.217624E-1 2.654350E+1 4.658070E-1 7.895100E+1 3.4956240E+00 6.0120180E+00 8.3425110E-01 1.7879444E+00
310 6.981420E-1 2.406660E+1 4.485470E-1 7.685350E+1 7.234585E-1 2.566520E+1 4.532110E-1 7.827650E+1 3.4993714E+00 6.2286676E+00 1.0291012E+00 1.8179147E+00
315 6.997052E-1 2.318350E+1 4.351580E-1 7.614070E+1 7.246675E-1 2.475410E+1 4.404390E-1 7.755730E+1 3.4446557E+00 6.3448075E+00 1.1990310E+00 1.8265205E+00
320 7.012522E-1 2.230000E+1 4.217760E-1 7.539590E+1 7.259003E-1 2.384710E+1 4.276490E-1 7.681930E+1 3.3955214E+00 6.4875813E+00 1.3733225E+00 1.8529198E+00
325 7.027688E-1 2.141580E+1 4.083720E-1 7.462180E+1 7.268713E-1 2.292400E+1 4.148050E-1 7.603080E+1 3.3159240E+00 6.5791310E+00 1.5508492E+00 1.8531963E+00
330 7.042500E-1 2.053170E+1 3.949690E-1 7.381340E+1 7.274047E-1 2.197190E+1 4.017730E-1 7.518140E+1 3.1831936E+00 6.5547358E+00 1.6934936E+00 1.8195990E+00
335 7.057406E-1 1.964940E+1 3.815790E-1 7.296600E+1 7.278824E-1 2.101840E+1 3.887150E-1 7.428620E+1 3.0419474E+00 6.5133407E+00 1.8357923E+00 1.7771807E+00
340 7.072067E-1 1.876920E+1 3.681740E-1 7.208550E+1 7.280971E-1 2.004950E+1 3.754790E-1 7.333800E+1 2.8691778E+00 6.3856954E+00 1.9455149E+00 1.7078459E+00
