T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.388217E-1 3.100920E+1 5.236160E-1 8.015640E+1 7.457716E-1 3.158430E+1 5.210750E-1 8.127660E+1 9.3190730E-01 1.8208414E+00 -4.8764573E-01 1.3782565E+00
295 7.395469E-1 3.007060E+1 5.111980E-1 7.954040E+1 7.467023E-1 3.067320E+1 5.088910E-1 8.072110E+1 9.5826677E-01 1.9645815E+00 -4.5333873E-01 1.4626907E+00
300 7.402253E-1 2.913010E+1 4.986920E-1 7.891260E+1 7.474414E-1 2.974680E+1 4.965640E-1 8.014730E+1 9.6544023E-01 2.0731642E+00 -4.2854496E-01 1.5405385E+00
305 7.408701E-1 2.818880E+1 4.861260E-1 7.826830E+1 7.481842E-1 2.882500E+1 4.843290E-1 7.954650E+1 9.7758012E-01 2.2071119E+00 -3.7102878E-01 1.6068589E+00
310 7.414826E-1 2.724780E+1 4.735620E-1 7.759870E+1 7.488329E-1 2.789780E+1 4.720860E-1 7.891580E+1 9.8156745E-01 2.3299328E+00 -3.1265490E-01 1.6689940E+00
315 7.420637E-1 2.630660E+1 4.609890E-1 7.690120E+1 7.493268E-1 2.695840E+1 4.597430E-1 7.825410E+1 9.6928336E-01 2.4177993E+00 -2.7102098E-01 1.7288551E+00
320 7.426283E-1 2.536640E+1 4.483320E-1 7.618810E+1 7.498125E-1 2.602210E+1 4.473580E-1 7.757730E+1 9.5813287E-01 2.5197813E+00 -2.1772272E-01 1.7907300E+00
325 7.431716E-1 2.442780E+1 4.356400E-1 7.545160E+1 7.502111E-1 2.508070E+1 4.349790E-1 7.685790E+1 9.3833589E-01 2.6031969E+00 -1.5196136E-01 1.8297403E+00
330 7.436941E-1 2.349210E+1 4.229560E-1 7.468480E+1 7.504776E-1 2.412850E+1 4.225300E-1 7.609150E+1 9.0389107E-01 2.6375448E+00 -1.0082124E-01 1.8486953E+00
335 7.442134E-1 2.255870E+1 4.102660E-1 7.388430E+1 7.507206E-1 2.317750E+1 4.101210E-1 7.527930E+1 8.6679385E-01 2.6698307E+00 -3.5355419E-02 1.8530991E+00
340 7.447183E-1 2.162860E+1 3.974790E-1 7.306740E+1 7.508816E-1 2.222120E+1 3.975760E-1 7.443490E+1 8.2080850E-01 2.6668227E+00 2.4397851E-02 1.8371758E+00
