T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 5.866548E-1 2.189160E+1 4.698820E-1 7.941590E+1 6.332526E-1 2.423320E+1 4.781790E-1 8.002820E+1 7.3584854E+00 9.6627767E+00 1.7351243E+00 7.6510530E-01
295 5.906771E-1 2.122460E+1 4.562300E-1 7.876010E+1 6.386773E-1 2.359010E+1 4.651980E-1 7.939820E+1 7.5155638E+00 1.0027512E+01 1.9277813E+00 8.0367061E-01
300 5.945791E-1 2.054460E+1 4.426280E-1 7.806390E+1 6.429295E-1 2.287920E+1 4.520340E-1 7.872400E+1 7.5203269E+00 1.0204028E+01 2.0808169E+00 8.3849906E-01
305 5.984079E-1 1.985430E+1 4.290050E-1 7.733850E+1 6.474890E-1 2.217770E+1 4.389600E-1 7.802970E+1 7.5802214E+00 1.0476289E+01 2.2678604E+00 8.8581655E-01
310 6.021469E-1 1.915410E+1 4.153190E-1 7.659090E+1 6.515349E-1 2.144520E+1 4.257420E-1 7.731200E+1 7.5802540E+00 1.0683510E+01 2.4481963E+00 9.3271420E-01
315 6.057768E-1 1.844390E+1 4.016820E-1 7.579790E+1 6.545260E-1 2.065680E+1 4.123380E-1 7.653910E+1 7.4480158E+00 1.0712695E+01 2.5842876E+00 9.6839393E-01
320 6.093758E-1 1.772680E+1 3.879880E-1 7.497680E+1 6.575883E-1 1.986870E+1 3.989620E-1 7.573290E+1 7.3317150E+00 1.0780272E+01 2.7506379E+00 9.9837719E-01
325 6.128946E-1 1.700240E+1 3.742890E-1 7.411690E+1 6.600702E-1 1.905110E+1 3.853920E-1 7.489080E+1 7.1470580E+00 1.0753710E+01 2.8809628E+00 1.0333713E+00
330 6.163208E-1 1.627100E+1 3.606330E-1 7.320510E+1 6.615718E-1 1.818710E+1 3.716030E-1 7.397900E+1 6.8399227E+00 1.0535489E+01 2.9520752E+00 1.0461077E+00
335 6.197603E-1 1.553630E+1 3.468990E-1 7.226390E+1 6.629573E-1 1.731810E+1 3.577080E-1 7.302750E+1 6.5158043E+00 1.0288658E+01 3.0217384E+00 1.0456335E+00
340 6.231364E-1 1.479700E+1 3.332080E-1 7.126510E+1 6.637628E-1 1.642500E+1 3.436250E-1 7.201270E+1 6.1206202E+00 9.9117199E+00 3.0315024E+00 1.0381502E+00
