T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 6.169965E-1 2.341010E+1 4.770770E-1 7.953030E+1 6.592725E-1 2.563660E+1 4.846250E-1 8.023980E+1 6.4125229E+00 8.6848490E+00 1.5574929E+00 8.8422454E-01
295 6.204040E-1 2.268400E+1 4.635400E-1 7.887840E+1 6.638895E-1 2.493780E+1 4.718360E-1 7.961080E+1 6.5501111E+00 9.0376858E+00 1.7582380E+00 9.1997568E-01
300 6.237061E-1 2.194730E+1 4.500170E-1 7.819380E+1 6.674633E-1 2.417680E+1 4.587650E-1 7.895540E+1 6.5557462E+00 9.2216505E+00 1.9068586E+00 9.6459520E-01
305 6.269452E-1 2.120240E+1 4.363920E-1 7.749590E+1 6.713008E-1 2.342630E+1 4.457760E-1 7.828350E+1 6.6074106E+00 9.4931765E+00 2.1050931E+00 1.0060869E+00
310 6.301074E-1 2.044950E+1 4.228140E-1 7.675720E+1 6.746820E-1 2.264810E+1 4.327600E-1 7.756850E+1 6.6067570E+00 9.7076576E+00 2.2982716E+00 1.0459143E+00
315 6.331785E-1 1.968890E+1 4.092260E-1 7.598560E+1 6.771388E-1 2.181860E+1 4.195040E-1 7.680910E+1 6.4920663E+00 9.7609379E+00 2.4500362E+00 1.0721386E+00
320 6.362224E-1 1.892320E+1 3.955820E-1 7.518830E+1 6.796574E-1 2.099090E+1 4.062120E-1 7.603060E+1 6.3907198E+00 9.8504590E+00 2.6168602E+00 1.1078434E+00
325 6.392008E-1 1.815200E+1 3.819820E-1 7.434370E+1 6.816727E-1 2.013670E+1 3.928540E-1 7.519380E+1 6.2305414E+00 9.8561333E+00 2.7674403E+00 1.1305453E+00
330 6.421031E-1 1.737580E+1 3.683510E-1 7.346480E+1 6.828367E-1 1.923940E+1 3.792100E-1 7.430090E+1 5.9653501E+00 9.6863728E+00 2.8635848E+00 1.1252892E+00
335 6.450181E-1 1.659800E+1 3.547100E-1 7.254550E+1 6.839001E-1 1.833820E+1 3.654610E-1 7.337080E+1 5.6853333E+00 9.4894810E+00 2.9417640E+00 1.1248344E+00
340 6.478819E-1 1.581720E+1 3.411130E-1 7.157070E+1 6.844590E-1 1.741450E+1 3.515780E-1 7.236720E+1 5.3439432E+00 9.1722415E+00 2.9765799E+00 1.1006368E+00
