T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.152012E-1 6.338200E+0 3.885990E-1 7.579080E+1 2.662747E-1 8.218400E+0 4.031080E-1 7.656570E+1 1.9180756E+01 2.2877932E+01 3.5992836E+00 1.0120720E+00
295 2.201535E-1 6.171100E+0 3.740280E-1 7.494370E+1 2.744239E-1 8.093300E+0 3.892660E-1 7.576330E+1 1.9776120E+01 2.3750510E+01 3.9145469E+00 1.0817903E+00
300 2.250862E-1 5.991100E+0 3.595250E-1 7.403390E+1 2.813591E-1 7.906000E+0 3.750270E-1 7.492640E+1 2.0000384E+01 2.4220845E+01 4.1335690E+00 1.1911689E+00
305 2.300539E-1 5.799900E+0 3.448960E-1 7.309760E+1 2.889145E-1 7.721700E+0 3.610280E-1 7.402950E+1 2.0373017E+01 2.4888302E+01 4.4683515E+00 1.2588225E+00
310 2.350202E-1 5.597300E+0 3.303840E-1 7.208640E+1 2.959948E-1 7.504500E+0 3.468080E-1 7.310590E+1 2.0599889E+01 2.5414085E+01 4.7357616E+00 1.3945523E+00
315 2.399507E-1 5.382400E+0 3.157340E-1 7.104460E+1 3.017635E-1 7.230800E+0 3.323410E-1 7.210010E+1 2.0483856E+01 2.5562870E+01 4.9969760E+00 1.4639369E+00
320 2.449648E-1 5.158800E+0 3.011960E-1 6.991920E+1 3.077601E-1 6.950700E+0 3.178810E-1 7.104780E+1 2.0403977E+01 2.5780137E+01 5.2488195E+00 1.5885080E+00
325 2.499745E-1 4.924400E+0 2.865700E-1 6.874210E+1 3.129740E-1 6.635700E+0 3.032310E-1 6.992100E+1 2.0129308E+01 2.5789291E+01 5.4944910E+00 1.6860457E+00
330 2.549626E-1 4.679600E+0 2.720130E-1 6.747480E+1 3.167492E-1 6.272300E+0 2.882440E-1 6.869850E+1 1.9506474E+01 2.5392599E+01 5.6309932E+00 1.7812616E+00
335 2.600861E-1 4.427900E+0 2.574260E-1 6.613500E+1 3.203697E-1 5.898000E+0 2.731650E-1 6.739550E+1 1.8816886E+01 2.4925398E+01 5.7617191E+00 1.8703029E+00
340 2.652418E-1 4.167900E+0 2.428820E-1 6.469640E+1 3.230795E-1 5.497300E+0 2.578690E-1 6.598390E+1 1.7902002E+01 2.4182781E+01 5.8118657E+00 1.9512336E+00
