T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 5.221097E-1 1.884350E+1 4.563690E-1 7.908310E+1 5.742071E-1 2.127900E+1 4.655450E-1 7.960140E+1 9.0729286E+00 1.1445557E+01 1.9710232E+00 6.5111920E-01
295 5.271961E-1 1.829340E+1 4.426650E-1 7.838750E+1 5.810695E-1 2.075060E+1 4.524010E-1 7.893690E+1 9.2714211E+00 1.1841585E+01 2.1520731E+00 6.9599896E-01
300 5.321452E-1 1.772680E+1 4.289340E-1 7.766240E+1 5.865995E-1 2.014780E+1 4.390000E-1 7.823880E+1 9.2830458E+00 1.2016200E+01 2.2929385E+00 7.3671887E-01
305 5.370122E-1 1.714660E+1 4.151300E-1 7.691470E+1 5.924998E-1 1.955140E+1 4.256390E-1 7.752610E+1 9.3649989E+00 1.2299886E+01 2.4689937E+00 7.8863763E-01
310 5.417746E-1 1.655300E+1 4.013850E-1 7.611960E+1 5.978150E-1 1.891910E+1 4.122580E-1 7.676520E+1 9.3742044E+00 1.2506409E+01 2.6374261E+00 8.4100608E-01
315 5.464033E-1 1.594580E+1 3.875580E-1 7.530010E+1 6.018964E-1 1.822490E+1 3.986000E-1 7.596390E+1 9.2197096E+00 1.2505418E+01 2.7701957E+00 8.7383612E-01
320 5.510028E-1 1.532900E+1 3.737420E-1 7.443680E+1 6.060621E-1 1.752790E+1 3.849350E-1 7.513230E+1 9.0847621E+00 1.2545142E+01 2.9077636E+00 9.2570040E-01
325 5.555026E-1 1.470130E+1 3.599690E-1 7.352000E+1 6.095321E-1 1.679680E+1 3.711980E-1 7.423780E+1 8.8640943E+00 1.2475591E+01 3.0250702E+00 9.6689288E-01
330 5.598870E-1 1.406330E+1 3.460790E-1 7.257930E+1 6.118304E-1 1.601500E+1 3.570980E-1 7.330070E+1 8.4898364E+00 1.2186700E+01 3.0857076E+00 9.8416523E-01
335 5.642929E-1 1.341960E+1 3.322660E-1 7.157310E+1 6.139863E-1 1.522590E+1 3.429870E-1 7.230120E+1 8.0935682E+00 1.1863338E+01 3.1257744E+00 1.0070372E+00
340 5.686200E-1 1.276810E+1 3.184270E-1 7.051710E+1 6.154431E-1 1.441010E+1 3.286870E-1 7.123530E+1 7.6080307E+00 1.1394786E+01 3.1215107E+00 1.0082080E+00
