T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.439446E-1 3.147200E+1 5.256960E-1 8.047300E+1 7.488045E-1 3.189240E+1 5.235360E-1 8.135270E+1 6.4902121E-01 1.3181824E+00 -4.1257908E-01 1.0813409E+00
295 7.445644E-1 3.053140E+1 5.133790E-1 7.987420E+1 7.495750E-1 3.097320E+1 5.114320E-1 8.079470E+1 6.6845879E-01 1.4263944E+00 -3.8069577E-01 1.1393074E+00
300 7.451383E-1 2.958860E+1 5.010490E-1 7.925150E+1 7.501978E-1 3.004250E+1 4.992040E-1 8.022000E+1 6.7442213E-01 1.5108596E+00 -3.6958838E-01 1.2073049E+00
305 7.456781E-1 2.864490E+1 4.886270E-1 7.861740E+1 7.508116E-1 2.911510E+1 4.869600E-1 7.963320E+1 6.8372678E-01 1.6149696E+00 -3.4232791E-01 1.2755986E+00
310 7.461859E-1 2.770110E+1 4.761570E-1 7.796500E+1 7.513496E-1 2.818370E+1 4.747210E-1 7.901640E+1 6.8725664E-01 1.7123373E+00 -3.0249346E-01 1.3306098E+00
315 7.466627E-1 2.675810E+1 4.636900E-1 7.728660E+1 7.517701E-1 2.724340E+1 4.624280E-1 7.836680E+1 6.7938323E-01 1.7813489E+00 -2.7290735E-01 1.3783898E+00
320 7.471224E-1 2.581590E+1 4.512190E-1 7.657880E+1 7.521786E-1 2.630570E+1 4.501770E-1 7.768660E+1 6.7220737E-01 1.8619539E+00 -2.3146451E-01 1.4259859E+00
325 7.475606E-1 2.487520E+1 4.386720E-1 7.585430E+1 7.525194E-1 2.536470E+1 4.378060E-1 7.698930E+1 6.5895976E-01 1.9298474E+00 -1.9780451E-01 1.4742308E+00
330 7.479787E-1 2.393660E+1 4.260820E-1 7.510710E+1 7.527621E-1 2.441600E+1 4.253880E-1 7.624870E+1 6.3544644E-01 1.9634666E+00 -1.6314518E-01 1.4972059E+00
335 7.483915E-1 2.300160E+1 4.135010E-1 7.432800E+1 7.529848E-1 2.346880E+1 4.130160E-1 7.546380E+1 6.1001231E-01 1.9907281E+00 -1.1742886E-01 1.5050925E+00
340 7.487900E-1 2.206920E+1 4.009150E-1 7.351490E+1 7.531457E-1 2.251820E+1 4.006230E-1 7.463110E+1 5.7833431E-01 1.9939427E+00 -7.2886479E-02 1.4956231E+00
