T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 6.451651E-1 2.489250E+1 4.849170E-1 7.956660E+1 6.819029E-1 2.693850E+1 4.911700E-1 8.043040E+1 5.3875412E+00 7.5950777E+00 1.2730826E+00 1.0739720E+00
295 6.479598E-1 2.411060E+1 4.714500E-1 7.892700E+1 6.857121E-1 2.618820E+1 4.784510E-1 7.982280E+1 5.5055613E+00 7.9333440E+00 1.4632637E+00 1.1222358E+00
300 6.506652E-1 2.332070E+1 4.579280E-1 7.826840E+1 6.886326E-1 2.538270E+1 4.654810E-1 7.918610E+1 5.5134480E+00 8.1236433E+00 1.6226226E+00 1.1589155E+00
305 6.533182E-1 2.252420E+1 4.444010E-1 7.758000E+1 6.917670E-1 2.458800E+1 4.526920E-1 7.851640E+1 5.5580564E+00 8.3935253E+00 1.8314881E+00 1.1926171E+00
310 6.559077E-1 2.172190E+1 4.308930E-1 7.685750E+1 6.945123E-1 2.376950E+1 4.398460E-1 7.781060E+1 5.5585193E+00 8.6144008E+00 2.0354851E+00 1.2248974E+00
315 6.584242E-1 2.091430E+1 4.173270E-1 7.611340E+1 6.964818E-1 2.290540E+1 4.266470E-1 7.708320E+1 5.4642634E+00 8.6927100E+00 2.1844757E+00 1.2581211E+00
320 6.609180E-1 2.010300E+1 4.037770E-1 7.533050E+1 6.985009E-1 2.204420E+1 4.135780E-1 7.630800E+1 5.3805085E+00 8.8059444E+00 2.3698069E+00 1.2809928E+00
325 6.633609E-1 1.928820E+1 3.902480E-1 7.450770E+1 7.001009E-1 2.115990E+1 4.004260E-1 7.547990E+1 5.2478150E+00 8.8455049E+00 2.5417930E+00 1.2880250E+00
330 6.657441E-1 1.847060E+1 3.766600E-1 7.365900E+1 7.009924E-1 2.023670E+1 3.868950E-1 7.461640E+1 5.0283427E+00 8.7272134E+00 2.6454206E+00 1.2830959E+00
335 6.681398E-1 1.765250E+1 3.631110E-1 7.276130E+1 7.017992E-1 1.931050E+1 3.733900E-1 7.369180E+1 4.7961582E+00 8.5860024E+00 2.7528857E+00 1.2626914E+00
340 6.704966E-1 1.683330E+1 3.495750E-1 7.181780E+1 7.021845E-1 1.836380E+1 3.597190E-1 7.270240E+1 4.5127598E+00 8.3343317E+00 2.8199789E+00 1.2167411E+00
