T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.767613E-1 8.629900E+0 4.055880E-1 7.688030E+1 3.340020E-1 1.084530E+1 4.188540E-1 7.752310E+1 1.7137832E+01 2.0427282E+01 3.1672134E+00 8.2917221E-01
295 2.824021E-1 8.405800E+0 3.913280E-1 7.606200E+1 3.428299E-1 1.066280E+1 4.051080E-1 7.677520E+1 1.7626176E+01 2.1167048E+01 3.4015621E+00 9.2894581E-01
300 2.879922E-1 8.166100E+0 3.769570E-1 7.522170E+1 3.502782E-1 1.040790E+1 3.911700E-1 7.595970E+1 1.7781866E+01 2.1539408E+01 3.6334586E+00 9.7156782E-01
305 2.935912E-1 7.912900E+0 3.626300E-1 7.432410E+1 3.583352E-1 1.015630E+1 3.772600E-1 7.512840E+1 1.8067999E+01 2.2088753E+01 3.8779621E+00 1.0705672E+00
310 2.991635E-1 7.646000E+0 3.482780E-1 7.338390E+1 3.658302E-1 9.866900E+0 3.632780E-1 7.424390E+1 1.8223400E+01 2.2508589E+01 4.1290692E+00 1.1583443E+00
315 3.046679E-1 7.364700E+0 3.338900E-1 7.239770E+1 3.718902E-1 9.513200E+0 3.490240E-1 7.329190E+1 1.8075846E+01 2.2584409E+01 4.3360915E+00 1.2200530E+00
320 3.102379E-1 7.072800E+0 3.195660E-1 7.134090E+1 3.781510E-1 9.152500E+0 3.347290E-1 7.230730E+1 1.7959254E+01 2.2722753E+01 4.5299332E+00 1.3365179E+00
325 3.157748E-1 6.768400E+0 3.051340E-1 7.024580E+1 3.835663E-1 8.753000E+0 3.203530E-1 7.123380E+1 1.7673998E+01 2.2673369E+01 4.7506969E+00 1.3869820E+00
330 3.212603E-1 6.451800E+0 2.908010E-1 6.906050E+1 3.874587E-1 8.299000E+0 3.055270E-1 7.010550E+1 1.7085279E+01 2.2258103E+01 4.8198686E+00 1.4906106E+00
335 3.268655E-1 6.127200E+0 2.763810E-1 6.782480E+1 3.911772E-1 7.833400E+0 2.907420E-1 6.887650E+1 1.6440554E+01 2.1781091E+01 4.9394308E+00 1.5269359E+00
340 3.324712E-1 5.792700E+0 2.620410E-1 6.649080E+1 3.939406E-1 7.337800E+0 2.756370E-1 6.757680E+1 1.5603723E+01 2.1056720E+01 4.9325744E+00 1.6070604E+00
