N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+16 320 3.800E-4 3.794183E+1 1.730060E+1 5.644640E-1 8.078040E+1
1.468000E+10 1.000E+16 320 3.800E-4 3.787887E+1 1.725020E+1 5.638390E-1 8.076840E+1
2.154000E+10 1.000E+16 320 3.800E-4 3.778932E+1 1.717930E+1 5.629690E-1 8.075150E+1
3.162000E+10 1.000E+16 320 3.800E-4 3.766369E+1 1.708110E+1 5.617850E-1 8.072770E+1
4.642000E+10 1.000E+16 320 3.800E-4 3.749072E+1 1.694820E+1 5.602130E-1 8.069480E+1
6.813000E+10 1.000E+16 320 3.800E-4 3.725852E+1 1.677320E+1 5.581310E-1 8.065920E+1
1.000000E+11 1.000E+16 320 3.800E-4 3.695679E+1 1.654380E+1 5.555840E-1 8.057350E+1
1.468000E+11 1.000E+16 320 3.800E-4 3.658009E+1 1.627400E+1 5.526150E-1 8.050590E+1
2.154000E+11 1.000E+16 320 3.800E-4 3.613083E+1 1.596160E+1 5.492620E-1 8.043020E+1
3.162000E+11 1.000E+16 320 3.800E-4 3.561985E+1 1.560750E+1 5.455670E-1 8.031450E+1
4.642000E+11 1.000E+16 320 3.800E-4 3.506307E+1 1.523670E+1 5.417410E-1 8.021400E+1
6.813000E+11 1.000E+16 320 3.800E-4 3.447526E+1 1.485220E+1 5.377210E-1 8.011710E+1
1.000000E+12 1.000E+16 320 3.800E-4 3.386473E+1 1.444970E+1 5.335690E-1 7.996910E+1
1.468000E+12 1.000E+16 320 3.800E-4 3.323214E+1 1.404470E+1 5.292780E-1 7.984900E+1
2.154000E+12 1.000E+16 320 3.800E-4 3.257322E+1 1.362110E+1 5.247260E-1 7.969280E+1
3.162000E+12 1.000E+16 320 3.800E-4 3.188266E+1 1.318960E+1 5.200490E-1 7.954840E+1
4.642000E+12 1.000E+16 320 3.800E-4 3.115640E+1 1.274390E+1 5.150580E-1 7.941430E+1
6.813000E+12 1.000E+16 320 3.800E-4 3.039207E+1 1.227730E+1 5.099680E-1 7.921360E+1
1.000000E+13 1.000E+16 320 3.800E-4 2.958866E+1 1.180360E+1 5.045840E-1 7.905980E+1
1.468000E+13 1.000E+16 320 3.800E-4 2.874612E+1 1.131130E+1 4.991020E-1 7.883950E+1
2.154000E+13 1.000E+16 320 3.800E-4 2.786535E+1 1.081410E+1 4.933970E-1 7.865600E+1
3.162000E+13 1.000E+16 320 3.800E-4 2.694819E+1 1.030260E+1 4.875530E-1 7.841390E+1
4.642000E+13 1.000E+16 320 3.800E-4 2.599752E+1 9.784400E+0 4.815780E-1 7.815080E+1
6.813000E+13 1.000E+16 320 3.800E-4 2.501724E+1 9.267100E+0 4.754010E-1 7.791870E+1
1.000000E+14 1.000E+16 320 3.800E-4 2.401226E+1 8.742800E+0 4.691450E-1 7.760830E+1
