fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 40730000 320.09 36.222 3.600432618E-02 1.732539183E-04 5.324247615E-06 1.804021904E-02 8.731130473E-05 8.535333447E-01 0.000000000E+00 
00L2 40754000 319.84 36.25 3.596922365E-02 1.730761929E-04 5.389043620E-07 1.803899321E-02 8.631922007E-05 8.656519287E-02 0.000000000E+00 
00L3 40776000 319.73 36.262 3.598411717E-02 1.736028588E-04 5.190374747E-06 1.807654066E-02 8.601322132E-05 8.308660052E-01 0.000000000E+00 
00L4 40796000 319.69 36.267 3.604394842E-02 1.744758032E-04 5.215305399E-07 1.794499007E-02 8.743157060E-05 8.293009813E-02 0.000000000E+00 
00L5 40818000 319.68 36.268 3.613823611E-02 1.740922469E-04 5.447378028E-07 1.804441748E-02 8.680058394E-05 8.658469539E-02 0.000000000E+00 
00L6 40838000 319.69 36.267 3.607404346E-02 1.736576685E-04 5.742516034E-07 1.809057390E-02 8.685028522E-05 9.166708612E-02 0.000000000E+00 
00L7 40860000 319.71 36.265 3.605397564E-02 1.740052121E-04 5.291572005E-06 1.809133308E-02 8.717163611E-05 8.434693231E-01 0.000000000E+00 
00L8 40880000 319.74 36.261 3.617021605E-02 1.739321471E-04 6.003516339E-07 1.811835036E-02 8.690977343E-05 9.542776136E-02 0.000000000E+00 
00L9 40902000 319.78 36.257 3.630340085E-02 1.747749649E-04 5.346099007E-06 1.805493928E-02 8.739676846E-05 8.425786739E-01 0.000000000E+00 
0L10 40922000 319.81 36.253 3.618078788E-02 1.750928403E-04 6.235724504E-07 1.808787009E-02 8.787955776E-05 9.843295253E-02 0.000000000E+00 
0L11 40944000 319.84 36.25 3.628050522E-02 1.742451376E-04 6.633239410E-07 1.820004911E-02 8.698581063E-05 1.049280685E-01 0.000000000E+00 
0L12 40964000 319.87 36.247 3.628179662E-02 1.747732023E-04 6.342807082E-07 1.811780965E-02 8.721025848E-05 1.000271452E-01 0.000000000E+00 
0L13 40986000 319.9 36.243 3.637685482E-02 1.750046914E-04 6.484839732E-07 1.817300416E-02 8.774426942E-05 1.018648639E-01 0.000000000E+00 
0L14 41006000 319.93 36.24 3.645743992E-02 1.749348233E-04 6.961266709E-07 1.824692336E-02 8.761548716E-05 1.091505263E-01 0.000000000E+00 
0L15 41028000 319.94 36.239 3.635370326E-02 1.753828406E-04 4.771080243E-06 1.829089087E-02 8.799369854E-05 7.483089903E-01 0.000000000E+00 
0L16 41048000 319.96 36.236 3.638133478E-02 1.756007129E-04 6.850522732E-07 1.818355225E-02 8.772675394E-05 1.072306178E-01 0.000000000E+00 
0L17 41070000 319.97 36.235 3.647828741E-02 1.751914650E-04 6.956922276E-07 1.823722225E-02 8.755320331E-05 1.088603600E-01 0.000000000E+00 
0L18 41090000 319.98 36.234 3.645590743E-02 1.761621257E-04 6.896787104E-07 1.818951831E-02 8.827490835E-05 1.073906238E-01 0.000000000E+00 
0L19 41112000 320 36.232 3.658941992E-02 1.759550591E-04 4.586264240E-06 1.843327784E-02 8.745199731E-05 7.123637157E-01 0.000000000E+00 
0L20 41132000 320 36.232 3.662732265E-02 1.758163310E-04 4.437729283E-06 1.848286527E-02 8.700931740E-05 6.891224813E-01 0.000000000E+00 
0L21 41154000 320.01 36.231 3.653202438E-02 1.759907211E-04 7.121896002E-07 1.821534959E-02 8.793512126E-05 1.107725409E-01 0.000000000E+00 
0L22 41174000 320.01 36.231 3.657947789E-02 1.761126794E-04 7.469617594E-07 1.828530678E-02 8.784148562E-05 1.159498635E-01 0.000000000E+00 
0L23 41196000 320.01 36.231 3.667767411E-02 1.764040194E-04 4.812803675E-06 1.831733513E-02 8.777043706E-05 7.438543076E-01 0.000000000E+00 
0L24 41216000 320.01 36.231 3.677754236E-02 1.766189448E-04 4.604583969E-06 1.841894671E-02 8.789317031E-05 7.088762189E-01 0.000000000E+00 
0L25 41238000 320.01 36.231 3.670788762E-02 1.766191252E-04 8.073442312E-07 1.840015464E-02 8.826658724E-05 1.245264546E-01 0.000000000E+00 
0L26 41258000 320.01 36.231 3.672160338E-02 1.767789979E-04 4.663874014E-06 1.838386958E-02 8.757568601E-05 7.184466215E-01 0.000000000E+00 
0L27 41280000 320.01 36.231 3.659638162E-02 1.769887150E-04 4.733208835E-06 1.832601887E-02 8.849421000E-05 7.307552475E-01 0.000000000E+00 
0L28 41300000 320.01 36.231 3.666226516E-02 1.770533188E-04 4.469381914E-06 1.843405317E-02 8.855970684E-05 6.885319558E-01 0.000000000E+00 
0L29 41322000 320.01 36.231 3.677585914E-02 1.772997747E-04 8.223646986E-07 1.838924991E-02 8.914282258E-05 1.261227548E-01 0.000000000E+00 
0L30 41342000 320.01 36.231 3.673839750E-02 1.769621103E-04 8.452590940E-07 1.841757118E-02 8.906361371E-05 1.300137708E-01 0.000000000E+00 
0L31 41364000 320.01 36.231 3.674572206E-02 1.776002758E-04 7.905051543E-07 1.832351515E-02 8.885788984E-05 1.211307160E-01 0.000000000E+00 
0L32 41384000 320.02 36.23 3.670227793E-02 1.772463820E-04 4.490618804E-06 1.845324357E-02 8.882497210E-05 6.902966917E-01 0.000000000E+00 
0L33 41406000 320.02 36.23 3.678950084E-02 1.775875187E-04 8.890343552E-07 1.846555104E-02 8.917024986E-05 1.360762114E-01 0.000000000E+00 
0L34 41426000 320.02 36.23 3.696017054E-02 1.773484114E-04 8.966972382E-07 1.850197671E-02 8.860550870E-05 1.367995167E-01 0.000000000E+00 
0L35 41448000 320.02 36.23 3.692710976E-02 1.771908327E-04 8.954799467E-07 1.847493834E-02 8.853762596E-05 1.368577193E-01 0.000000000E+00 
0L36 41468000 320.02 36.23 3.677015513E-02 1.777005743E-04 4.486472447E-06 1.845812586E-02 8.890852850E-05 6.866267381E-01 0.000000000E+00 
0L37 41490000 320.02 36.23 3.696980796E-02 1.774569710E-04 4.098243076E-06 1.863740715E-02 8.780648024E-05 6.246797889E-01 0.000000000E+00 
0L38 41510000 320.02 36.23 3.692759893E-02 1.780982360E-04 4.278257954E-06 1.854532160E-02 8.855296006E-05 6.505134466E-01 0.000000000E+00 
0L39 41532000 320.02 36.23 3.694199847E-02 1.780976913E-04 9.224294555E-07 1.852040290E-02 8.949304866E-05 1.402020897E-01 0.000000000E+00 
0L40 41552000 320.02 36.23 3.702743862E-02 1.777632581E-04 9.184649822E-07 1.852091333E-02 8.867604595E-05 1.395394255E-01 0.000000000E+00 
0L41 41574000 320.03 36.228 3.687370920E-02 1.782408906E-04 8.769489732E-07 1.844952744E-02 8.936045879E-05 1.334289763E-01 0.000000000E+00 
0L42 41594000 320.02 36.23 3.700728596E-02 1.785488082E-04 4.234833245E-06 1.855988344E-02 8.879726166E-05 6.409027308E-01 0.000000000E+00 
0L43 41616000 320.03 36.228 3.713756130E-02 1.787043005E-04 9.069700460E-07 1.848554045E-02 8.936675534E-05 1.366609887E-01 0.000000000E+00 
0L44 41636000 320.03 36.228 3.704443049E-02 1.783757490E-04 9.511058417E-07 1.857589870E-02 8.981715033E-05 1.439362278E-01 0.000000000E+00 
0L45 41658000 320.02 36.23 3.693553149E-02 1.787320908E-04 9.089795273E-07 1.848017805E-02 8.955343052E-05 1.376915260E-01 0.000000000E+00 
0L46 41678000 320.02 36.23 3.708127273E-02 1.780494994E-04 9.470137961E-07 1.857550268E-02 8.905016440E-05 1.434369088E-01 0.000000000E+00 
0L47 41700000 320.02 36.23 3.714825417E-02 1.790052441E-04 9.409433623E-07 1.854082807E-02 8.926025397E-05 1.415009385E-01 0.000000000E+00 
0L48 41720000 320.02 36.23 3.709157413E-02 1.793348987E-04 9.812381566E-07 1.858580548E-02 9.007841957E-05 1.475143776E-01 0.000000000E+00 
0L49 41742000 320.02 36.23 3.725293730E-02 1.788146633E-04 9.731453148E-07 1.862675256E-02 8.904634968E-05 1.460878325E-01 0.000000000E+00 
0L50 41762000 320.02 36.23 3.710435616E-02 1.793422971E-04 9.112201942E-07 1.846707671E-02 8.987838463E-05 1.369353915E-01 0.000000000E+00 
0L51 41784000 320.02 36.23 3.714591203E-02 1.796156985E-04 4.627057021E-06 1.842719207E-02 9.066274649E-05 6.935049002E-01 0.000000000E+00 
0L52 41804000 320.02 36.23 3.722595860E-02 1.794533197E-04 1.021943691E-06 1.865772556E-02 9.026122899E-05 1.529782119E-01 0.000000000E+00 
0L53 41826000 320.02 36.23 3.727108518E-02 1.796685834E-04 1.018837781E-06 1.867568361E-02 9.008663256E-05 1.521461124E-01 0.000000000E+00 
