Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.010357508E+00 1.004085252E+0 6.272256000E-03 1.010357508E+00 1.004085252E+0 6.272256000E-03
1.468000015E+10 1.010342856E+00 1.004175760E+0 6.167096000E-03 1.010342856E+00 1.004175760E+0 6.167096000E-03
2.154000005E+10 1.010321660E+00 1.004266639E+0 6.055021000E-03 1.010321660E+00 1.004266639E+0 6.055021000E-03
3.162000032E+10 1.010291213E+00 1.004358104E+0 5.933109000E-03 1.010291213E+00 1.004358104E+0 5.933109000E-03
4.642000041E+10 1.010247930E+00 1.004450057E+0 5.797873000E-03 1.010247930E+00 1.004450057E+0 5.797873000E-03
6.813000017E+10 1.010187263E+00 1.004542418E+0 5.644845000E-03 1.010187263E+00 1.004542418E+0 5.644845000E-03
1.000000000E+11 1.010104172E+00 1.004635258E+0 5.468914000E-03 1.010104172E+00 1.004635258E+0 5.468914000E-03
1.468000015E+11 1.009994219E+00 1.004728593E+0 5.265626000E-03 1.009994219E+00 1.004728593E+0 5.265626000E-03
2.154000005E+11 1.009855523E+00 1.004822266E+0 5.033257000E-03 1.009855523E+00 1.004822266E+0 5.033257000E-03
3.162000032E+11 1.009694701E+00 1.004916498E+0 4.778203000E-03 1.009694701E+00 1.004916498E+0 4.778203000E-03
4.642000041E+11 1.009532513E+00 1.005011192E+0 4.521321000E-03 1.009532513E+00 1.005011192E+0 4.521321000E-03
6.813000017E+11 1.009411919E+00 1.005106264E+0 4.305655000E-03 1.009411919E+00 1.005106264E+0 4.305655000E-03
1.000000000E+12 1.009400398E+00 1.005201788E+0 4.198610000E-03 1.009400398E+00 1.005201788E+0 4.198610000E-03
1.468000015E+12 1.009598967E+00 1.005297783E+0 4.301184000E-03 1.009598967E+00 1.005297783E+0 4.301184000E-03
2.154000005E+12 1.010053862E+00 1.005394086E+0 4.659776000E-03 1.010053862E+00 1.005394086E+0 4.659776000E-03
3.162000032E+12 1.010861064E+00 1.005490928E+0 5.370136000E-03 1.010861064E+00 1.005490928E+0 5.370136000E-03
4.642000041E+12 1.012047761E+00 1.005588206E+0 6.459555000E-03 1.012047761E+00 1.005588206E+0 6.459555000E-03
6.813000017E+12 1.013663320E+00 1.005685837E+0 7.977483000E-03 1.013663320E+00 1.005685837E+0 7.977483000E-03
1.000000000E+13 1.015722484E+00 1.005783899E+0 9.938585000E-03 1.015722484E+00 1.005783899E+0 9.938585000E-03
