N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.183972697E+00 1.200731166E+00 1.206068863E+00 1.211700680E+00 1.215932059E+00 1.215231620E+00 1.212062444E+00 1.210790425E+00 1.212996271E+00
1.016672606E+01 1.184813657E+00 1.202034956E+00 1.207849562E+00 1.214032595E+00 1.218917929E+00 1.219068642E+00 1.217072832E+00 1.217472290E+00 1.222047439E+00
1.033324570E+01 1.185431054E+00 1.202985057E+00 1.209162059E+00 1.215766051E+00 1.221001973E+00 1.221922820E+00 1.220823284E+00 1.222549955E+00 1.228670327E+00
1.049996187E+01 1.185896366E+00 1.203676461E+00 1.210123911E+00 1.217048894E+00 1.222683685E+00 1.224060427E+00 1.223668629E+00 1.226486730E+00 1.234477146E+00
1.066670514E+01 1.186267836E+00 1.204186317E+00 1.210832730E+00 1.218004106E+00 1.223966497E+00 1.225697529E+00 1.225901014E+00 1.229675705E+00 1.239379006E+00
1.083333839E+01 1.186594543E+00 1.204576713E+00 1.211368795E+00 1.218734538E+00 1.224930362E+00 1.227013284E+00 1.227763258E+00 1.232441787E+00 1.243695027E+00
1.100000000E+01 1.186920678E+00 1.204898308E+00 1.211798282E+00 1.219326753E+00 1.225782381E+00 1.228160015E+00 1.229459419E+00 1.235044916E+00 1.247710236E+00
1.116672606E+01 1.187289730E+00 1.205194283E+00 1.212177349E+00 1.219855675E+00 1.226560209E+00 1.229270861E+00 1.231160750E+00 1.237678846E+00 1.251630564E+00
1.133324570E+01 1.187748191E+00 1.205504349E+00 1.212556736E+00 1.220389727E+00 1.227350281E+00 1.230455981E+00 1.233005910E+00 1.240467381E+00 1.255521304E+00
1.149996187E+01 1.188348114E+00 1.205868330E+00 1.212986304E+00 1.220995856E+00 1.228256272E+00 1.231843795E+00 1.235096099E+00 1.243465419E+00 1.259410833E+00
1.166670514E+01 1.189147360E+00 1.206329116E+00 1.213519080E+00 1.221743511E+00 1.229352233E+00 1.233500761E+00 1.237489136E+00 1.246672468E+00 1.263277055E+00
1.183333839E+01 1.190205646E+00 1.206934309E+00 1.214214109E+00 1.222706172E+00 1.230748576E+00 1.235489030E+00 1.240199325E+00 1.250058478E+00 1.267117864E+00
1.200000000E+01 1.191574605E+00 1.207736159E+00 1.215137164E+00 1.223959319E+00 1.232467337E+00 1.237854956E+00 1.243207594E+00 1.253592272E+00 1.270986908E+00
1.216672606E+01 1.193282448E+00 1.208789361E+00 1.216358096E+00 1.225573779E+00 1.234612022E+00 1.240585859E+00 1.246479930E+00 1.257261082E+00 1.274880275E+00
1.233324570E+01 1.195319464E+00 1.210147157E+00 1.217944133E+00 1.227605613E+00 1.237182815E+00 1.243674862E+00 1.249986253E+00 1.261076323E+00 1.278919007E+00
1.249996187E+01 1.197637185E+00 1.211856540E+00 1.219949537E+00 1.230085810E+00 1.240143978E+00 1.247068058E+00 1.253712693E+00 1.265068067E+00 1.283126655E+00
1.266670514E+01 1.200170762E+00 1.213952843E+00 1.222404606E+00 1.233014764E+00 1.243505843E+00 1.250754920E+00 1.257664363E+00 1.269274053E+00 1.287545695E+00
1.283333839E+01 1.202873871E+00 1.216453079E+00 1.225308639E+00 1.236365114E+00 1.247209715E+00 1.254710265E+00 1.261859595E+00 1.273729287E+00 1.292241619E+00
1.300000000E+01 1.205736843E+00 1.219349486E+00 1.228631415E+00 1.240093080E+00 1.251222768E+00 1.258932915E+00 1.266319909E+00 1.278463250E+00 1.297224422E+00
