fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 11:20 309.5 37.46 1.000E+000 4.916E+000 2.155E-006 7.410E+002 2.441E+000 4.976E-008 1.746E-004 1.100E-001 1.734E-004 5.042E-006 2.643E-001 5.690E-002 8.845E-005 1.988E-002 
UDL1 11:22 309.9 37.41 1.000E+000 4.943E+000 2.012E-006 7.428E+002 2.433E+000 5.087E-008 1.745E-004 1.100E-001 1.733E-004 5.040E-006 2.645E-001 5.690E-002 8.843E-005 3.005E-002 
UDL2 11:25 309.9 37.41 1.000E+000 4.920E+000 2.223E-006 7.428E+002 2.393E+000 5.512E-008 1.738E-004 1.103E-001 1.726E-004 5.029E-006 2.642E-001 5.700E-002 8.807E-005 1.715E-002 
UDL3 11:27 309.9 37.41 1.000E+000 4.981E+000 1.951E-006 7.428E+002 2.466E+000 4.755E-008 1.759E-004 1.102E-001 1.747E-004 5.096E-006 2.648E-001 5.700E-002 8.925E-005 4.609E-003 
UDL4 11:29 309.9 37.41 1.000E+000 4.988E+000 2.003E-006 7.428E+002 2.450E+000 4.938E-008 1.743E-004 1.096E-001 1.730E-004 5.018E-006 2.645E-001 5.670E-002 8.834E-005 6.805E-003 
UDL5 11:31 309.8 37.42 1.000E+000 5.020E+000 1.937E-006 7.424E+002 2.470E+000 4.702E-008 1.765E-004 1.104E-001 1.753E-004 5.126E-006 2.649E-001 5.720E-002 8.946E-005 2.274E-002 
UDL6 11:34 309.7 37.44 1.000E+000 4.995E+000 2.053E-006 7.419E+002 2.453E+000 4.862E-008 1.753E-004 1.101E-001 1.740E-004 5.069E-006 2.646E-001 5.690E-002 8.894E-005 1.628E-002 
UDL7 11:36 309.7 37.44 1.000E+000 5.040E+000 1.968E-006 7.419E+002 2.464E+000 4.797E-008 1.748E-004 1.098E-001 1.735E-004 5.038E-006 2.645E-001 5.680E-002 8.854E-005 2.417E-002 
UDL8 11:38 309.6 37.45 1.000E+000 5.016E+000 2.003E-006 7.415E+002 2.458E+000 4.818E-008 1.745E-004 1.097E-001 1.733E-004 5.024E-006 2.644E-001 5.670E-002 8.846E-005 9.958E-003 
UDL9 11:40 309.5 37.46 1.000E+000 5.005E+000 2.071E-006 7.410E+002 2.447E+000 4.888E-008 1.761E-004 1.106E-001 1.748E-004 5.116E-006 2.645E-001 5.720E-002 8.928E-005 1.679E-002 
