N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.226344489E+00 1.222899824E+00 1.220176736E+00 1.217514702E+00
1.016672606E+01 1.226383965E+00 1.222959301E+00 1.220262021E+00 1.217678257E+00
1.033324570E+01 1.226466712E+00 1.223046038E+00 1.220386041E+00 1.217850516E+00
1.049996187E+01 1.226553644E+00 1.223172150E+00 1.220565629E+00 1.218123810E+00
1.066670514E+01 1.226678294E+00 1.223354752E+00 1.220824140E+00 1.218466406E+00
1.083333839E+01 1.226875187E+00 1.223617570E+00 1.221193119E+00 1.218966812E+00
1.100000000E+01 1.227129522E+00 1.223992627E+00 1.221713521E+00 1.219630247E+00
1.116672606E+01 1.227488902E+00 1.224521532E+00 1.222435634E+00 1.220565045E+00
1.133324570E+01 1.228006348E+00 1.225255432E+00 1.223418323E+00 1.221767741E+00
1.149996187E+01 1.228708244E+00 1.226252281E+00 1.224719460E+00 1.223342329E+00
1.166670514E+01 1.229664932E+00 1.227570354E+00 1.226360646E+00 1.225300892E+00
1.183333839E+01 1.230970323E+00 1.229258141E+00 1.228393190E+00 1.227635785E+00
1.200000000E+01 1.232624164E+00 1.231343561E+00 1.230791897E+00 1.230298883E+00
1.216672606E+01 1.234728203E+00 1.233827777E+00 1.233553311E+00 1.233252531E+00
1.233324570E+01 1.237272120E+00 1.236687687E+00 1.236611898E+00 1.236444416E+00
1.249996187E+01 1.240214579E+00 1.239886294E+00 1.239939764E+00 1.239835915E+00
1.266670514E+01 1.243563730E+00 1.243386570E+00 1.243507329E+00 1.243433365E+00
1.283333839E+01 1.247258361E+00 1.247162859E+00 1.247309991E+00 1.247244590E+00
1.300000000E+01 1.251264353E+00 1.251205257E+00 1.251357550E+00 1.251291868E+00
