fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 34998 294.24 39.404 1.000000000E+00 1.766576559E+00 1.710077814E-12 1.000000000E+20 4.498454455E+00 3.493628482E-05 2.409139604E-03 4.833774873E-01 2.408139604E-03 5.063680055E-01 5.894328516E-04 3.325184736E-01 1.772556453E-03 2.145029404E+00 
00L2 35124 299.78 38.676 1.000000000E+00 1.440788610E+00 5.138078633E-12 1.000000000E+20 4.562571763E+00 4.162950108E-05 2.402425990E-03 4.705406432E-01 2.401425990E-03 5.088673053E-01 5.750040408E-04 3.258926036E-01 1.764382614E-03 1.670540239E-01 
00L3 35246 301.51 38.454 1.000000000E+00 1.606120587E+00 9.419027977E-12 1.000000000E+20 4.877929926E+00 5.406370411E-05 2.398601811E-03 4.622549270E-01 2.397601811E-03 5.105826531E-01 5.658804138E-04 3.211605791E-01 1.761976039E-03 2.652025931E-01 
00L4 35364 300.82 38.542 1.000000000E+00 1.490120850E+00 6.041584693E-12 1.000000000E+20 4.621288301E+00 4.359373656E-05 2.400514915E-03 4.698871880E-01 2.399514915E-03 5.096212548E-01 5.745986354E-04 3.259112824E-01 1.762972737E-03 1.647951774E-01 
00L5 35484 300.17 38.625 1.000000000E+00 1.523149395E+00 5.446160712E-12 1.000000000E+20 4.632083380E+00 4.368697347E-05 2.402526158E-03 4.703526223E-01 2.401526158E-03 5.106298538E-01 5.767891644E-04 3.274344302E-01 1.761552062E-03 1.535932116E-01 
00L6 35608 300.01 38.646 1.000000000E+00 1.617220042E+00 5.716598975E-12 1.000000000E+20 4.715298611E+00 4.543099540E-05 2.400254461E-03 4.727990919E-01 2.399254461E-03 5.102487835E-01 5.788085300E-04 3.308355434E-01 1.749605176E-03 1.726093769E-01 
00L7 35726 300.06 38.64 1.000000000E+00 1.478257882E+00 5.254789805E-12 1.000000000E+20 4.662806589E+00 4.453047862E-05 2.399706317E-03 4.700320106E-01 2.398706317E-03 5.115435312E-01 5.767493473E-04 3.297317311E-01 1.749188925E-03 1.448115280E-01 
00L8 35848 300.08 38.637 1.000000000E+00 1.583876389E+00 5.644416037E-12 1.000000000E+20 4.804708523E+00 5.025412822E-05 2.403039122E-03 4.717321391E-01 2.402039122E-03 4.892455487E-01 5.543734531E-04 3.331142194E-01 1.666961798E-03 2.194651710E-01 
00L9 35964 300.07 38.638 1.000000000E+00 1.546083722E+00 5.668277058E-12 1.000000000E+20 4.827428337E+00 4.933378652E-05 2.402790290E-03 4.696839296E-01 2.401790290E-03 5.117192052E-01 5.772613788E-04 3.290768335E-01 1.754243822E-03 1.073420989E-01 
0L10 36086 300.05 38.641 1.000000000E+00 1.599525231E+00 5.758054519E-12 1.000000000E+20 4.939829541E+00 5.331243462E-05 2.405603576E-03 4.706945312E-01 2.404603576E-03 5.083986786E-01 5.754227843E-04 3.272495638E-01 1.758084499E-03 1.008814015E-01 
0L11 36204 300.03 38.643 1.000000000E+00 1.443207372E+00 4.847771498E-12 1.000000000E+20 4.575315672E+00 4.201716984E-05 2.401188394E-03 4.714502142E-01 2.400188394E-03 5.101482968E-01 5.772681677E-04 3.275066185E-01 1.762556925E-03 1.731901829E-01 
0L12 36328 300.05 38.641 1.000000000E+00 1.558512701E+00 5.416846789E-12 1.000000000E+20 4.836003510E+00 5.059544497E-05 2.405479856E-03 4.693197600E-01 2.404479856E-03 5.885019947E-01 6.641067923E-04 3.165683571E-01 2.076549502E-03 1.193277650E-01 
0L13 36448 300.03 38.643 1.000000000E+00 1.478179418E+00 5.140505789E-12 1.000000000E+20 4.622182897E+00 4.313841124E-05 2.400254538E-03 4.703045953E-01 2.399254538E-03 5.134339347E-01 5.793488063E-04 3.271699685E-01 1.770886262E-03 1.486935599E-01 
0L14 36564 300.02 38.645 1.000000000E+00 1.541902847E+00 5.323888463E-12 1.000000000E+20 4.668332169E+00 4.459783657E-05 2.401354827E-03 4.716454353E-01 2.400354827E-03 5.090904630E-01 5.763496609E-04 3.254620302E-01 1.770892452E-03 1.528716951E-01 
0L15 36686 300.03 38.643 1.000000000E+00 1.585133454E+00 5.928800220E-12 1.000000000E+20 4.896920600E+00 5.183948234E-05 2.403908072E-03 4.703973479E-01 2.402908072E-03 5.107937683E-01 5.773612213E-04 3.300407453E-01 1.749004391E-03 1.129414252E-01 
