fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 38682 338.89 34.212 1.051110151E+00 3.019837477E+00 4.328564129E-08 1.209101739E+04 1.585664853E-04 2.477232098E-01 1.560064410E-04 6.069635942E-01 2.345696774E-05 1.848664055E-01 1.268803450E-04 1.314724281E-02 
00L2 38814 339.23 34.178 1.054968833E+00 3.022469124E+00 4.688923453E-08 1.371467199E+04 1.577135285E-04 2.468747997E-01 1.551745793E-04 6.085400406E-01 2.331237370E-05 1.840639372E-01 1.266333178E-04 2.361971058E-02 
00L3 38912 339.46 34.155 1.052054611E+00 3.041095889E+00 4.668022312E-08 1.251948764E+04 1.583191929E-04 2.462110535E-01 1.559485926E-04 6.059540915E-01 2.326637525E-05 1.831334753E-01 1.270426754E-04 1.259711194E-02 
00L4 39016 339.66 34.135 1.057337344E+00 3.052326098E+00 5.066460236E-08 1.465539550E+04 1.571674759E-04 2.456363598E-01 1.552112370E-04 6.068086402E-01 2.313489692E-05 1.828820610E-01 1.264986369E-04 1.549599647E-02 
00L5 39112 339.69 34.132 1.051806242E+00 3.080133343E+00 4.776556355E-08 1.246279700E+04 1.582462275E-04 2.456638908E-01 1.558064410E-04 6.048548370E-01 2.315143373E-05 1.826473627E-01 1.267525266E-04 1.475633878E-02 
00L6 39210 339.79 34.122 1.055470003E+00 3.063501234E+00 4.963248402E-08 1.368145048E+04 1.576377429E-04 2.456522686E-01 1.557652184E-04 6.051333932E-01 2.315487213E-05 1.825232201E-01 1.268607435E-04 1.285802514E-02 
00L7 39312 339.79 34.122 1.056439240E+00 3.084678245E+00 5.020352475E-08 1.695658745E+04 1.566747328E-04 2.457256287E-01 1.557531048E-04 6.055991387E-01 2.317781096E-05 1.827977180E-01 1.267933255E-04 1.115934918E-02 
00L8 39408 339.88 34.113 1.052223521E+00 3.110153298E+00 4.833985082E-08 1.259163399E+04 1.582010061E-04 2.455904690E-01 1.558469655E-04 6.053026919E-01 2.316767565E-05 1.824400816E-01 1.269797264E-04 1.529446386E-02 
00L9 39510 339.85 34.116 1.052294901E+00 3.126361844E+00 4.829798062E-08 1.308931581E+04 1.579247976E-04 2.455408649E-01 1.556064410E-04 6.049600212E-01 2.311415527E-05 1.827363077E-01 1.264885827E-04 1.147421805E-02 
0L10 39606 339.91 34.11 1.049573407E+00 3.141791095E+00 4.701960031E-08 1.280889185E+04 1.583165161E-04 2.456465881E-01 1.559735364E-04 6.059454017E-01 2.321641454E-05 1.827350794E-01 1.270402972E-04 1.623775040E-02 
0L11 39704 339.93 34.108 1.053024730E+00 3.135220149E+00 4.859641825E-08 1.297275803E+04 1.581659510E-04 2.456748661E-01 1.557010406E-04 6.045717933E-01 2.312597885E-05 1.826601511E-01 1.266032569E-04 1.218267753E-02 
0L12 39784 340.15 34.086 1.062927936E+00 4.413620923E+00 7.175981872E-08 1.659020407E+04 1.214068824E-04 2.284613167E-01 1.201074497E-04 5.866326791E-01 1.609714563E-05 1.679121416E-01 9.590235920E-05 3.259985295E-02 
0L13 39914 339.77 34.124 1.062784339E+00 3.380205272E+00 6.484146463E-08 1.916769518E+04 1.249488514E-04 2.329121712E-01 1.243483431E-04 5.905987007E-01 1.710506284E-05 1.714589869E-01 9.974666128E-05 2.405616781E-02 
0L14 40010 339.85 34.116 1.066429708E+00 3.283797359E+00 6.554452306E-08 1.903382841E+04 1.288636015E-04 2.346128319E-01 1.280862592E-04 5.925777163E-01 1.780736333E-05 1.730794645E-01 1.028962931E-04 2.080132325E-02 
0L15 40116 339.93 34.108 1.053863654E+00 3.929079824E+00 5.719643832E-08 1.417895719E+04 1.339394612E-04 2.359586540E-01 1.318244379E-04 5.951653343E-01 1.851268732E-05 1.736258633E-01 1.066140145E-04 3.114817025E-02 
0L16 40212 339.99 34.102 1.064425334E+00 3.814298014E+00 6.210553410E-08 1.609777563E+04 1.362684219E-04 2.372392010E-01 1.346156979E-04 5.954596428E-01 1.901667098E-05 1.750798927E-01 1.086157823E-04 5.062414609E-02 
0L17 40312 340.01 34.1 1.024539204E+00 5.688433266E+00 4.360095078E-08 1.642657432E+04 1.389369157E-04 2.385531826E-01 1.377196897E-04 5.967710849E-01 1.960600110E-05 1.756711370E-01 1.116055716E-04 1.152636805E-01 
0L18 40410 340 34.101 1.068925178E+00 5.638759939E+00 6.763928320E-08 3.372771571E+04 1.404987952E-04 2.396415276E-01 1.404987952E-04 5.979596362E-01 2.013290983E-05 1.768069298E-01 1.138636658E-04 1.600242241E+00 
0L19 40514 340.04 34.097 1.054423435E+00 5.569612792E+00 5.679143153E-08 2.348819686E+04 1.427155867E-04 2.406007141E-01 1.426508698E-04 5.990938673E-01 2.056204049E-05 1.783786890E-01 1.152725414E-04 1.377496863E-01 
