fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.65 1.000000000E+00 1.126494368E+03 6.480982349E-16 1.000000000E+20 1.225924138E+00 2.379322378E-16 6.611661265E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 5.067886602E+03 3.334491955E-16 1.000000000E+20 1.245435168E+00 2.340088204E-16 1.402136030E-03 
002_300 002_300.dat 300 38.65 1.000000000E+00 1.099714383E+03 8.033787785E-16 1.000000000E+20 1.231495515E+00 3.467677725E-16 7.843206587E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 3.448625610E+03 4.885622810E-16 1.000000000E+20 1.245529764E+00 3.434955092E-16 1.403955602E-03 
003_300 003_300.dat 300 38.65 1.000000000E+00 1.031228777E+03 1.030819138E-15 1.000000000E+20 1.236423744E+00 5.065462008E-16 9.077632004E-04 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 2.345474121E+03 7.152383566E-16 1.000000000E+20 1.245672254E+00 5.042232455E-16 1.406633754E-03 
004_300 004_300.dat 300 38.65 1.000000000E+00 8.883641507E+02 1.361123537E-15 1.000000000E+20 1.238301227E+00 7.412553261E-16 1.010441679E-03 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 1.593962617E+03 1.045822859E-15 1.000000000E+20 1.245881345E+00 7.401870849E-16 1.410582185E-03 
005_300 005_300.dat 300 38.65 1.000000000E+00 7.062644496E+02 1.841188793E-15 1.000000000E+20 1.239599938E+00 1.085954854E-15 1.103556816E-03 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 1.082039603E+03 1.526528297E-15 1.000000000E+20 1.246179091E+00 1.086627796E-15 1.416341976E-03 
006_300 006_300.dat 300 38.65 1.000000000E+00 5.422705064E+02 2.536994194E-15 1.000000000E+20 1.241833389E+00 1.594094986E-15 1.189934824E-03 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 7.333924768E+02 2.222570671E-15 1.000000000E+20 1.246622583E+00 1.595362647E-15 1.424815484E-03 
007_300 007_300.dat 300 38.65 1.000000000E+00 4.011969694E+02 3.538449692E-15 1.000000000E+20 1.243798572E+00 2.340699116E-15 1.265101840E-03 
007_300_SRH 007_300_srh.dat 300 38.65 1.000000000E+00 4.960282611E+02 3.224295738E-15 1.000000000E+20 1.247263613E+00 2.342554698E-15 1.437241565E-03 
008_300 008_300.dat 300 38.65 1.000000000E+00 2.883754453E+02 4.967410462E-15 1.000000000E+20 1.245681147E+00 3.437813264E-15 1.332001791E-03 
008_300_SRH 008_300_srh.dat 300 38.65 1.000000000E+00 3.345497760E+02 4.653588043E-15 1.000000000E+20 1.248189675E+00 3.440314060E-15 1.455469762E-03 
009_300 009_300.dat 300 38.65 1.000000000E+00 2.026516467E+02 6.982011088E-15 1.000000000E+20 1.247689917E+00 5.050568480E-15 1.394336714E-03 
009_300_SRH 009_300_srh.dat 300 38.65 1.000000000E+00 2.248633435E+02 6.668626772E-15 1.000000000E+20 1.249523945E+00 5.053881266E-15 1.482304455E-03 
010_300 010_300.dat 300 38.65 1.000000000E+00 1.399985783E+02 9.776248533E-15 1.000000000E+20 1.250063169E+00 7.422834117E-15 1.459192874E-03 
010_300_SRH 010_300_srh.dat 300 38.65 1.000000000E+00 1.505706784E+02 9.463436162E-15 1.000000000E+20 1.251421628E+00 7.427206936E-15 1.521991923E-03 
011_300 011_300.dat 300 38.65 1.000000000E+00 9.548992877E+01 1.356946399E-14 1.000000000E+20 1.253070811E+00 1.091581065E-14 1.535925138E-03 
011_300_SRH 011_300_srh.dat 300 38.65 1.000000000E+00 1.005210084E+02 1.325694487E-14 1.000000000E+20 1.253967071E+00 1.091994019E-14 1.580178684E-03 
012_300 012_300.dat 300 38.65 1.000000000E+00 6.606856617E+01 1.856963698E-14 1.000000000E+20 1.254506412E+00 1.601758002E-14 1.606085272E-03 
012_300_SRH 012_300_srh.dat 300 38.65 1.000000000E+00 6.764384200E+01 1.825520039E-14 1.000000000E+20 1.254665133E+00 1.601345470E-14 1.639103072E-03 
013_300 013_300.dat 300 38.65 1.000000000E+00 4.568773714E+01 2.495273788E-14 1.000000000E+20 1.255436212E+00 2.348218694E-14 1.711378996E-03 
013_300_SRH 013_300_srh.dat 300 38.65 1.000000000E+00 4.695456397E+01 2.463945140E-14 1.000000000E+20 1.255560151E+00 2.347814840E-14 1.731056973E-03 
014_300 014_300.dat 300 38.65 1.000000000E+00 3.136036917E+01 3.282518692E-14 1.000000000E+20 1.256464931E+00 3.442038126E-14 1.854430599E-03 
014_300_SRH 014_300_srh.dat 300 38.65 1.000000000E+00 3.198941901E+01 3.251281789E-14 1.000000000E+20 1.256549068E+00 3.441637846E-14 1.869592622E-03 
015_300 015_300.dat 300 38.65 1.000000000E+00 2.225575038E+01 4.221183285E-14 1.000000000E+20 1.257544403E+00 5.046587554E-14 2.048611189E-03 
015_300_SRH 015_300_srh.dat 300 38.65 1.000000000E+00 2.258364093E+01 4.190046830E-14 1.000000000E+20 1.257601622E+00 5.046190745E-14 2.060881770E-03 
016_300 016_300.dat 300 38.65 1.000000000E+00 1.663333056E+01 5.314380928E-14 1.000000000E+20 1.258733332E+00 7.398993436E-14 2.296322307E-03 
016_300_SRH 016_300_srh.dat 300 38.65 1.000000000E+00 1.681609752E+01 5.283346677E-14 1.000000000E+20 1.258772122E+00 7.398592932E-14 2.306701245E-03 
017_300 017_300.dat 300 38.65 1.000000000E+00 1.325921078E+01 6.583323184E-14 1.000000000E+20 1.265444949E+00 1.110236056E-13 2.643260642E-03 
