N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.197230060E+00 1.197096575E+00 1.196630718E+00 1.194333597E+00 1.187118783E+00 1.167333711E+00 1.120753422E+00 1.029342253E+00 1.015093405E+00 1.017507222E+00 1.022587911E+00
1.600000000E+01 1.221622853E+00 1.222975386E+00 1.224944517E+00 1.226770260E+00 1.229258141E+00 1.231652888E+00 1.233574793E+00 1.235388299E+00 1.236603458E+00 1.236333494E+00 1.234917204E+00
1.700000000E+01 1.259021947E+00 1.260166409E+00 1.262254590E+00 1.264750000E+00 1.267739734E+00 1.270813191E+00 1.273393811E+00 1.275946017E+00 1.278001110E+00 1.278729553E+00 1.278890180E+00
1.549996187E+01 1.206061683E+00 1.207154148E+00 1.208473210E+00 1.210304712E+00 1.212171438E+00 1.213369077E+00 1.213654955E+00 1.211171195E+00 1.202386555E+00 1.180999564E+00 1.134962505E+00
1.649996187E+01 1.229759853E+00 1.231517457E+00 1.233608642E+00 1.236436893E+00 1.239553628E+00 1.242368154E+00 1.245602534E+00 1.248194022E+00 1.249740498E+00 1.251046076E+00 1.251490421E+00
1.674996808E+01 1.241038063E+00 1.242383068E+00 1.244212886E+00 1.246995220E+00 1.250255922E+00 1.253043753E+00 1.256253536E+00 1.258860698E+00 1.260444305E+00 1.261844957E+00 1.262257668E+00
1.624993176E+01 1.225269253E+00 1.227076541E+00 1.229363151E+00 1.231739865E+00 1.234529520E+00 1.237393239E+00 1.239745844E+00 1.242033412E+00 1.243759363E+00 1.244227837E+00 1.244233651E+00
1.574996808E+01 1.214489633E+00 1.215203899E+00 1.216845468E+00 1.218863598E+00 1.220877689E+00 1.222708101E+00 1.224186302E+00 1.225620634E+00 1.224938022E+00 1.221516904E+00 1.212284773E+00
1.524993176E+01 1.201585163E+00 1.202157468E+00 1.203297058E+00 1.204358475E+00 1.204589681E+00 1.202281231E+00 1.194248400E+00 1.172660260E+00 1.124301809E+00 1.032915779E+00 1.011484835E+00
