fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 48778 319.94 36.239 1.000000000E+00 1.218510668E+00 2.893152981E-09 2.760760430E+18 1.409464395E+01 4.182667664E-04 2.793942317E-02 
00D2 48898 319.92 36.241 1.000000000E+00 1.218442988E+00 2.890180624E-09 1.031547840E+18 1.403507349E+01 4.157809732E-04 1.902941487E-01 
00D3 48986 319.92 36.241 1.000000000E+00 4.805515794E-01 1.373934991E-09 9.761258201E+19 2.453187151E+00 6.939453953E-06 5.405270958E-01 
00D4 49070 319.9 36.243 1.000000000E+00 4.713846911E-01 1.356309637E-09 1.679571053E+19 2.459709442E+00 7.034928859E-06 5.404635989E-01 
00D5 49164 319.92 36.241 1.000000000E+00 1.220728683E+00 2.883255706E-09 1.298146604E+10 1.417918549E+01 4.222295721E-04 2.686746596E-02 
00D6 49254 319.89 36.244 1.000000000E+00 1.233392449E+00 2.893935970E-09 4.339090307E+13 1.402989920E+01 4.155864746E-04 1.926253674E-01 
00D7 49342 319.91 36.242 1.000000000E+00 4.601786752E-01 1.340097526E-09 9.696896869E+19 2.440565701E+00 6.814039573E-06 5.405952940E-01 
00D8 49434 319.92 36.241 1.000000000E+00 4.706344655E-01 1.368386241E-09 5.158833113E+19 2.458762983E+00 7.011615458E-06 5.403592722E-01 
00D9 49518 319.93 36.24 1.000000000E+00 4.730318198E-01 1.370838543E-09 9.127440378E+19 2.458937537E+00 7.034814210E-06 5.403289123E-01 
0D10 49608 319.9 36.243 1.000000000E+00 4.849320878E-01 1.378680901E-09 7.773909239E+19 2.459655341E+00 7.027570182E-06 5.402538351E-01 
0D11 49702 319.92 36.241 1.000000000E+00 1.223398123E+00 2.904715616E-09 3.297072099E+14 1.413362080E+01 4.198386258E-04 2.649231281E-02 
0D12 49786 319.9 36.243 1.000000000E+00 4.879306348E-01 1.382568692E-09 2.863441409E+19 2.449947197E+00 6.893784685E-06 5.401521168E-01 
0D13 49872 319.94 36.239 1.000000000E+00 1.187131166E+00 2.833293737E-09 1.183199086E+03 5.724409791E+00 4.363708173E-05 3.098054697E-02 
0D14 49966 319.94 36.239 1.000000000E+00 1.231510216E+00 2.926795112E-09 6.799630480E+16 1.416158362E+01 4.208738222E-04 2.670296631E-02 
0D15 50052 319.93 36.24 1.000000000E+00 1.231742427E+00 2.925829820E-09 3.715014890E+10 1.420497156E+01 4.227576202E-04 2.735673804E-02 
0D16 50148 319.94 36.239 1.000000000E+00 3.592548709E-01 1.236377696E-09 9.271789001E+19 2.576817676E+00 9.626731366E-06 5.640635001E-01 
0D17 50228 319.92 36.241 1.000000000E+00 1.223639342E+00 2.911752775E-09 1.124335241E+19 1.404579028E+01 4.163129193E-04 1.905213948E-01 
0D18 50322 319.93 36.24 1.000000000E+00 1.213572396E+00 2.912223823E-09 2.709910956E+16 1.401851817E+01 4.150895889E-04 2.710912968E-02 
0D19 50440 319.9 36.243 1.000000000E+00 4.100219942E-01 1.222187957E-09 8.728279690E+19 2.428315429E+00 7.631223498E-06 5.426677362E-01 
0D20 50558 319.73 36.262 1.000000000E+00 3.999990850E-01 1.188178964E-09 5.829732780E+19 2.446197163E+00 7.809592201E-06 5.437207200E-01 
0D21 50642 319.74 36.261 1.000000000E+00 1.333210316E+00 3.113693318E-09 2.297208647E+10 1.463344667E+01 4.374742213E-04 2.725301839E-02 
0D22 50738 319.82 36.252 1.000000000E+00 1.318793635E+00 3.125410395E-09 1.051999925E+19 1.364097062E+01 3.977142820E-04 1.822205575E-01 
0D23 50832 319.88 36.245 1.000000000E+00 4.118982592E-01 1.221866549E-09 5.084516914E+19 2.440308592E+00 7.764699839E-06 5.431344286E-01 
0D24 50918 319.92 36.241 1.000000000E+00 1.317454621E+00 3.147104937E-09 9.222192467E+14 1.410936331E+01 4.182307528E-04 1.903254705E-01 
0D25 50998 319.95 36.238 1.000000000E+00 1.330354327E+00 3.177739190E-09 4.926654212E+11 1.442138820E+01 4.312206972E-04 2.684640395E-02 
0D26 51092 319.95 36.238 1.000000000E+00 1.318320322E+00 3.149302667E-09 1.621650805E+18 1.409560076E+01 4.173500992E-04 1.898210224E-01 
0D27 51188 319.99 36.233 1.000000000E+00 1.305174918E+00 3.144785617E-09 8.306404594E+13 1.408925062E+01 4.181892666E-04 1.907624486E-01 
0D28 51270 319.95 36.238 1.000000000E+00 1.314973405E+00 3.135979088E-09 7.339427047E+04 1.407256977E+01 4.136525308E-04 1.942486123E-01 
0D29 51356 319.96 36.236 1.000000000E+00 1.318819963E+00 3.140380980E-09 1.630986421E+11 1.427348451E+01 4.252851106E-04 2.629781509E-02 
0D30 51444 319.97 36.235 1.000000000E+00 1.318919150E+00 3.138445246E-09 6.521087642E+17 1.433614789E+01 4.277740218E-04 2.665533786E-02 
0D31 51536 319.96 36.236 1.000000000E+00 1.329455343E+00 3.147045927E-09 2.688780599E+18 1.442609610E+01 4.306052476E-04 2.576524456E-02 
0D32 51624 319.98 36.234 1.000000000E+00 3.809551184E-01 1.187207011E-09 5.360449206E+19 2.440856111E+00 7.804120150E-06 5.435837263E-01 
0D33 51720 319.98 36.234 1.000000000E+00 1.329601046E+00 3.138705233E-09 5.612609670E+16 1.446169711E+01 4.322699558E-04 2.715924676E-02 
0D34 51804 319.97 36.235 1.000000000E+00 3.928293841E-01 1.192625580E-09 9.567235293E+19 2.444194656E+00 7.841724185E-06 5.441315112E-01 
0D35 51908 319.98 36.234 1.000000000E+00 1.337896962E+00 3.132108876E-09 1.037586121E+18 1.425376163E+01 4.240992654E-04 1.892911741E-01 
0D36 51978 319.98 36.234 1.000000000E+00 1.374690105E+00 3.144931135E-09 5.996005760E+17 1.440800307E+01 4.296073509E-04 2.666857080E-02 
0D37 52070 319.98 36.234 1.000000000E+00 3.779124596E-01 1.178944584E-09 5.474039831E+19 2.445756883E+00 7.850008645E-06 5.442463466E-01 
0D38 52162 319.96 36.236 1.000000000E+00 1.267264628E+00 2.989832290E-09 1.153141034E+03 5.528142588E+00 3.931987804E-05 3.190612730E-02 
0D39 52244 319.96 36.236 1.000000000E+00 1.321732239E+00 3.095384549E-09 1.136560711E+19 1.427725657E+01 4.250460821E-04 2.548062239E-02 
0D40 52336 319.98 36.234 1.000000000E+00 1.325789664E+00 3.096568947E-09 1.294665196E+12 1.418754495E+01 4.224421634E-04 2.614070350E-02 
0D41 52424 319.97 36.235 1.000000000E+00 1.330774711E+00 3.099929398E-09 1.112014765E+19 1.428176162E+01 4.248958109E-04 2.586859150E-02 
