N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 340 2.400E-4 1.231245832E+00 1.246662396E+00
1.468000E+10 3.162E+16 340 2.400E-4 1.209082210E+00 1.247232248E+00
2.154000E+10 3.162E+16 340 2.400E-4 1.222005962E+00 1.248256561E+00
3.162000E+10 3.162E+16 340 2.400E-4 1.231747624E+00 1.249555654E+00
4.642000E+10 3.162E+16 340 2.400E-4 1.239326858E+00 1.251505690E+00
6.813000E+10 3.162E+16 340 2.400E-4 1.245857576E+00 1.254198289E+00
1.000000E+11 3.162E+16 340 2.400E-4 1.252857549E+00 1.257732665E+00
1.468000E+11 3.162E+16 340 2.400E-4 1.258116102E+00 1.262045544E+00
2.154000E+11 3.162E+16 340 2.400E-4 1.264771809E+00 1.267466292E+00
3.162000E+11 3.162E+16 340 2.400E-4 1.272605618E+00 1.274410710E+00
4.642000E+11 3.162E+16 340 2.400E-4 1.278911969E+00 1.280066424E+00
6.813000E+11 3.162E+16 340 2.400E-4 1.287194123E+00 1.287922274E+00
1.000000E+12 3.162E+16 340 2.400E-4 1.295255327E+00 1.295720492E+00
1.468000E+12 3.162E+16 340 2.400E-4 1.300071881E+00 1.300403341E+00
2.154000E+12 3.162E+16 340 2.400E-4 1.307225727E+00 1.307453117E+00
3.162000E+12 3.162E+16 340 2.400E-4 1.310384650E+00 1.310543547E+00
4.642000E+12 3.162E+16 340 2.400E-4 1.314558738E+00 1.314662171E+00
6.813000E+12 3.162E+16 340 2.400E-4 1.318579134E+00 1.318657203E+00
1.000000E+13 3.162E+16 340 2.400E-4 1.322811678E+00 1.322857733E+00
