fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_325 001_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.585528512E-14 1.000000000E+20 1.207703218E+00 4.435618676E-15 1.185966491E-04 
001_325_SRH 001_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.608684196E-14 1.000000000E+20 1.228499502E+00 4.130814949E-15 2.224503217E-04 
002_325 002_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.774466484E-14 1.000000000E+20 1.214099538E+00 6.359690230E-15 1.413983773E-04 
002_325_SRH 002_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.804466743E-14 1.000000000E+20 1.228688873E+00 6.059663161E-15 2.239848391E-04 
003_325 003_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.492235743E-14 1.000000000E+20 1.218830514E+00 9.182671041E-15 1.624425374E-04 
003_325_SRH 003_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.532274356E-14 1.000000000E+20 1.228962682E+00 8.886875161E-15 2.262295082E-04 
004_325 004_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.956941464E-14 1.000000000E+20 1.222373630E+00 1.332000579E-14 1.813315810E-04 
004_325_SRH 004_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.011431521E-14 1.000000000E+20 1.229355672E+00 1.302843338E-14 2.295075804E-04 
005_325 005_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.345881567E-13 1.000000000E+20 1.225132501E+00 1.937740954E-14 1.984208714E-04 
005_325_SRH 005_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.153376228E-13 1.000000000E+20 1.229913647E+00 1.909056147E-14 2.342836250E-04 
006_325 006_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.836691915E-13 1.000000000E+20 1.227438931E+00 2.823589154E-14 2.146828681E-04 
