T nFsrh nFBsrh dnsrh nF nFB dn
290 1.147004570E+00 1.146968045E+0 3.652500000E-05 1.147004570E+00 1.146968045E+0 3.652500000E-05
295 1.143372528E+00 1.144329012E+0 -9.564840000E-04 1.143372528E+00 1.144329012E+0 -9.564840000E-04
300 1.123820056E+00 1.135702884E+0 -1.188282800E-02 1.123820056E+00 1.135702884E+0 -1.188282800E-02
305 1.105865151E+00 1.117624192E+0 -1.175904100E-02 1.105865151E+00 1.117624192E+0 -1.175904100E-02
310 1.090339235E+00 1.089957596E+0 3.816390000E-04 1.090339235E+00 1.089957596E+0 3.816390000E-04
315 1.063002933E+00 1.059417467E+0 3.585466000E-03 1.063002933E+00 1.059417467E+0 3.585466000E-03
320 1.008808270E+00 1.034633575E+0 -2.582530500E-02 1.008808270E+00 1.034633575E+0 -2.582530500E-02
325 1.007942133E+00 1.018671866E+0 -1.072973300E-02 1.007942133E+00 1.018671866E+0 -1.072973300E-02
330 1.007959191E+00 1.009715138E+0 -1.755947000E-03 1.007959191E+00 1.009715138E+0 -1.755947000E-03
335 1.009532513E+00 1.005011192E+0 4.521321000E-03 1.009532513E+00 1.005011192E+0 4.521321000E-03
340 1.014824609E+00 1.002598859E+0 1.222575000E-02 1.014824609E+00 1.002598859E+0 1.222575000E-02
