T nFsrh nFBsrh dnsrh nF nFB dn
290 1.146366827E+00 1.141427220E+0 4.939607000E-03 1.146366827E+00 1.141427220E+0 4.939607000E-03
295 1.140887121E+00 1.138887681E+0 1.999440000E-03 1.140887121E+00 1.138887681E+0 1.999440000E-03
300 1.118742381E+00 1.130586766E+0 -1.184438500E-02 1.118742381E+00 1.130586766E+0 -1.184438500E-02
305 1.104777162E+00 1.113189656E+0 -8.412494000E-03 1.104777162E+00 1.113189656E+0 -8.412494000E-03
310 1.080890625E+00 1.086566116E+0 -5.675491000E-03 1.080890625E+00 1.086566116E+0 -5.675491000E-03
315 1.050093286E+00 1.057177377E+0 -7.084091000E-03 1.050093286E+00 1.057177377E+0 -7.084091000E-03
320 1.008171395E+00 1.033327858E+0 -2.515646300E-02 1.008171395E+00 1.033327858E+0 -2.515646300E-02
325 1.007361464E+00 1.017967920E+0 -1.060645600E-02 1.007361464E+00 1.017967920E+0 -1.060645600E-02
330 1.007992794E+00 1.009348869E+0 -1.356075000E-03 1.007992794E+00 1.009348869E+0 -1.356075000E-03
335 1.009855523E+00 1.004822266E+0 5.033257000E-03 1.009855523E+00 1.004822266E+0 5.033257000E-03
340 1.016435582E+00 1.002500879E+0 1.393470300E-02 1.016435582E+00 1.002500879E+0 1.393470300E-02
