T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144246025E+00 1.119812113E+0 2.443391200E-02 1.144246025E+00 1.119812113E+0 2.443391200E-02
295 1.135289575E+00 1.117660706E+0 1.762886900E-02 1.135289575E+00 1.117660706E+0 1.762886900E-02
300 1.117769420E+00 1.110628466E+0 7.140954000E-03 1.117769420E+00 1.110628466E+0 7.140954000E-03
305 1.096245934E+00 1.095890253E+0 3.556810000E-04 1.096245934E+00 1.095890253E+0 3.556810000E-04
310 1.072668248E+00 1.073335736E+0 -6.674880000E-04 1.072668248E+00 1.073335736E+0 -6.674880000E-04
315 1.033792871E+00 1.048438641E+0 -1.464577000E-02 1.033792871E+00 1.048438641E+0 -1.464577000E-02
320 1.007929669E+00 1.028234177E+0 -2.030450800E-02 1.007929669E+00 1.028234177E+0 -2.030450800E-02
325 1.007189979E+00 1.015221783E+0 -8.031804000E-03 1.007189979E+00 1.015221783E+0 -8.031804000E-03
330 1.008153893E+00 1.007920030E+0 2.338630000E-04 1.008153893E+00 1.007920030E+0 2.338630000E-04
335 1.010357508E+00 1.004085252E+0 6.272256000E-03 1.010357508E+00 1.004085252E+0 6.272256000E-03
340 1.017819021E+00 1.002118656E+0 1.570036500E-02 1.017819021E+00 1.002118656E+0 1.570036500E-02
