T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144705994E+00 1.130511108E+0 1.419488600E-02 1.144705994E+00 1.130511108E+0 1.419488600E-02
295 1.136281794E+00 1.128167584E+0 8.114210000E-03 1.136281794E+00 1.128167584E+0 8.114210000E-03
300 1.117960241E+00 1.120507378E+0 -2.547137000E-03 1.117960241E+00 1.120507378E+0 -2.547137000E-03
305 1.099073754E+00 1.104453071E+0 -5.379317000E-03 1.099073754E+00 1.104453071E+0 -5.379317000E-03
310 1.072792916E+00 1.079884478E+0 -7.091562000E-03 1.072792916E+00 1.079884478E+0 -7.091562000E-03
315 1.036994023E+00 1.052764120E+0 -1.577009700E-02 1.036994023E+00 1.052764120E+0 -1.577009700E-02
320 1.007935876E+00 1.030755435E+0 -2.281955900E-02 1.007935876E+00 1.030755435E+0 -2.281955900E-02
325 1.007190812E+00 1.016581060E+0 -9.390248000E-03 1.007190812E+00 1.016581060E+0 -9.390248000E-03
330 1.008113500E+00 1.008627273E+0 -5.137730000E-04 1.008113500E+00 1.008627273E+0 -5.137730000E-04
335 1.010247930E+00 1.004450057E+0 5.797873000E-03 1.010247930E+00 1.004450057E+0 5.797873000E-03
340 1.017530410E+00 1.002307848E+0 1.522256200E-02 1.017530410E+00 1.002307848E+0 1.522256200E-02
