T nFsrh nFBsrh dnsrh nF nFB dn
290 1.147458769E+00 1.149756309E+0 -2.297540000E-03 1.147458769E+00 1.149756309E+0 -2.297540000E-03
295 1.145395054E+00 1.147067209E+0 -1.672155000E-03 1.145395054E+00 1.147067209E+0 -1.672155000E-03
300 1.13028913E+00 1.138277427E+0 -7.988297000E-03 1.13028913E+00 1.138277427E+0 -7.988297000E-03
305 1.107851593E+00 1.119855747E+0 -1.200415400E-02 1.107851593E+00 1.119855747E+0 -1.200415400E-02
310 1.094870686E+00 1.091664263E+0 3.206423000E-03 1.094870686E+00 1.091664263E+0 3.206423000E-03
315 1.070651384E+00 1.060544730E+0 1.010665400E-02 1.070651384E+00 1.060544730E+0 1.010665400E-02
320 1.009184244E+00 1.035290640E+0 -2.610639600E-02 1.009184244E+00 1.035290640E+0 -2.610639600E-02
325 1.008251244E+00 1.019026107E+0 -1.077486300E-02 1.008251244E+00 1.019026107E+0 -1.077486300E-02
330 1.008019424E+00 1.009899453E+0 -1.880029000E-03 1.008019424E+00 1.009899453E+0 -1.880029000E-03
335 1.009411919E+00 1.005106264E+0 4.305655000E-03 1.009411919E+00 1.005106264E+0 4.305655000E-03
340 1.012144200E+00 1.002648164E+0 9.496036000E-03 1.012144200E+00 1.002648164E+0 9.496036000E-03
