T nFsrh nFBsrh dnsrh nF nFB dn
290 1.148621372E+00 1.155373166E+0 -6.751794000E-03 1.148621372E+00 1.155373166E+0 -6.751794000E-03
295 1.151762648E+00 1.152583207E+0 -8.205590000E-04 1.151762648E+00 1.152583207E+0 -8.205590000E-04
300 1.138447132E+00 1.143463749E+0 -5.016617000E-03 1.138447132E+00 1.143463749E+0 -5.016617000E-03
305 1.123450762E+00 1.124351134E+0 -9.003720000E-04 1.123450762E+00 1.124351134E+0 -9.003720000E-04
310 1.100300978E+00 1.095102283E+0 5.198695000E-03 1.100300978E+00 1.095102283E+0 5.198695000E-03
315 1.078462118E+00 1.062815560E+0 1.564655800E-02 1.078462118E+00 1.062815560E+0 1.564655800E-02
320 1.040722711E+00 1.036614273E+0 4.108438000E-03 1.040722711E+00 1.036614273E+0 4.108438000E-03
325 1.009572070E+00 1.019739713E+0 -1.016764300E-02 1.009572070E+00 1.019739713E+0 -1.016764300E-02
330 1.008648803E+00 1.010270748E+0 -1.621945000E-03 1.008648803E+00 1.010270748E+0 -1.621945000E-03
335 1.009598967E+00 1.005297783E+0 4.301184000E-03 1.009598967E+00 1.005297783E+0 4.301184000E-03
340 1.011849294E+00 1.002747488E+0 9.101806000E-03 1.011849294E+00 1.002747488E+0 9.101806000E-03
