T d154 d184 d214 d244
d 150 180 210 240
290 1.294213418E+00 1.293069140E+00 1.292735256E+00 1.292455626E+00
295 1.293252186E+00 1.292054176E+00 1.291825851E+00 1.291570323E+00
300 1.293392838E+00 1.292120917E+00 1.291997195E+00 1.291736093E+00
305 1.294567428E+00 1.293131514E+00 1.292947847E+00 1.292850875E+00
310 1.295503679E+00 1.295060698E+00 1.294813083E+00 1.294731481E+00
315 1.298036870E+00 1.297641181E+00 1.297347421E+00 1.297328050E+00
320 1.301029995E+00 1.300944388E+00 1.300328022E+00 1.300385269E+00
325 1.304100325E+00 1.304108751E+00 1.303453158E+00 1.303368595E+00
330 1.307092928E+00 1.307095565E+00 1.306546200E+00 1.306256280E+00
335 1.309577556E+00 1.309546272E+00 1.308976958E+00 1.308541113E+00
340 1.311000566E+00 1.310946691E+00 1.310353651E+00 1.309855192E+00
