N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 6.129635600E-02 6.176021900E-02 6.299700700E-02 6.330850500E-02
1.016672606E+01 6.742901900E-02 6.846392000E-02 7.024777000E-02 7.095997500E-02
1.033324570E+01 7.217748900E-02 7.362191300E-02 7.578791500E-02 7.676426600E-02
1.049996187E+01 7.556962000E-02 7.719293200E-02 7.951150000E-02 8.055314800E-02
1.066670514E+01 7.770075800E-02 7.924077800E-02 8.145885300E-02 8.234868300E-02
1.083333839E+01 7.866483300E-02 7.986075300E-02 8.174225900E-02 8.229181800E-02
1.100000000E+01 7.853189400E-02 7.915777600E-02 8.052533700E-02 8.062025200E-02
1.116672606E+01 7.736520500E-02 7.726931200E-02 7.804668300E-02 7.768402400E-02
1.133324570E+01 7.526296400E-02 7.441048700E-02 7.465200800E-02 7.394855800E-02
1.149996187E+01 7.240478400E-02 7.090401900E-02 7.078747200E-02 6.994219400E-02
1.166670514E+01 6.907510900E-02 6.715973800E-02 6.692867900E-02 6.614679700E-02
1.183333839E+01 6.563629600E-02 6.359358300E-02 6.346919400E-02 6.288828800E-02
1.200000000E+01 6.244920300E-02 6.052369600E-02 6.063478600E-02 6.029479600E-02
1.216672606E+01 5.978012000E-02 5.810619000E-02 5.847445700E-02 5.833856600E-02
1.233324570E+01 5.774897700E-02 5.634452000E-02 5.691860200E-02 5.691865700E-02
1.249996187E+01 5.634242300E-02 5.515046300E-02 5.585552900E-02 5.592918500E-02
1.266670514E+01 5.546894300E-02 5.441065000E-02 5.518338500E-02 5.528974800E-02
1.283333839E+01 5.501637300E-02 5.402681000E-02 5.481740100E-02 5.487477500E-02
1.300000000E+01 5.488674500E-02 5.390961800E-02 5.468795200E-02 5.475090100E-02
