N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 -1.852623900E-02 -2.606401000E-02 -3.176631200E-02 -3.733082300E-02
1.016672606E+01 -1.834361700E-02 -2.576213400E-02 -3.130783300E-02 -3.667683300E-02
1.033324570E+01 -1.807790600E-02 -2.532456500E-02 -3.064609100E-02 -3.573746900E-02
1.049996187E+01 -1.769288800E-02 -2.469393300E-02 -2.969833700E-02 -3.440155400E-02
1.066670514E+01 -1.713830300E-02 -2.379267700E-02 -2.835607300E-02 -3.252858300E-02
1.083333839E+01 -1.634629700E-02 -2.252018100E-02 -2.648538500E-02 -2.995579000E-02
1.100000000E+01 -1.522924700E-02 -2.075451900E-02 -2.393732700E-02 -2.652231200E-02
1.116672606E+01 -1.368164300E-02 -1.836437700E-02 -2.057656500E-02 -2.212009900E-02
1.133324570E+01 -1.159110000E-02 -1.523883600E-02 -1.633600000E-02 -1.677346100E-02
1.149996187E+01 -8.865175000E-03 -1.134045700E-02 -1.129327000E-02 -1.072254300E-02
1.166670514E+01 -5.478169000E-03 -6.773800000E-03 -5.735787000E-03 -4.447335000E-03
1.183333839E+01 -1.529756000E-03 -1.833849000E-03 -1.504000000E-04 1.438400000E-03
1.200000000E+01 2.716326000E-03 3.024855000E-03 4.912697000E-03 6.411774000E-03
1.216672606E+01 6.864137000E-03 7.328452000E-03 9.050820000E-03 1.023800400E-02
1.233324570E+01 1.050959000E-02 1.076642100E-02 1.214391700E-02 1.298844500E-02
1.249996187E+01 1.339543600E-02 1.328073100E-02 1.431566100E-02 1.489785300E-02
1.266670514E+01 1.547467300E-02 1.500450300E-02 1.578869400E-02 1.620954300E-02
1.283333839E+01 1.686199400E-02 1.613331900E-02 1.688079900E-02 1.710257800E-02
1.300000000E+01 1.772096600E-02 1.683562500E-02 1.750502300E-02 1.768770300E-02
