N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.065848800E-02 1.966437800E-02 2.030239100E-02 2.001221800E-02
1.016672606E+01 2.067114500E-02 1.968518900E-02 2.033406200E-02 2.005755300E-02
1.033324570E+01 2.068958200E-02 1.968462400E-02 2.037982400E-02 2.012274100E-02
1.049996187E+01 2.071633700E-02 1.970398600E-02 2.044547100E-02 2.021559800E-02
1.066670514E+01 2.075495600E-02 1.975689400E-02 2.053867600E-02 2.034610700E-02
1.083333839E+01 2.081027600E-02 1.983865800E-02 2.066905400E-02 2.052604100E-02
1.100000000E+01 2.088865100E-02 1.996001800E-02 2.084762100E-02 2.076755800E-02
1.116672606E+01 2.099795100E-02 2.012913100E-02 2.108511700E-02 2.107998700E-02
1.133324570E+01 2.114703000E-02 2.036411500E-02 2.138855000E-02 2.146460700E-02
1.149996187E+01 2.134415000E-02 2.065133700E-02 2.175598000E-02 2.190848400E-02
1.166670514E+01 2.159400400E-02 2.099711200E-02 2.217107100E-02 2.238060600E-02
1.183333839E+01 2.189331100E-02 2.138433100E-02 2.260058900E-02 2.283442600E-02
1.200000000E+01 2.222632700E-02 2.175584100E-02 2.299830100E-02 2.321792100E-02
1.216672606E+01 2.256281400E-02 2.212847100E-02 2.331511700E-02 2.348660700E-02
1.233324570E+01 2.286096500E-02 2.240977300E-02 2.351070100E-02 2.361435900E-02
1.249996187E+01 2.307522100E-02 2.254981600E-02 2.356218500E-02 2.359823400E-02
1.266670514E+01 2.316661800E-02 2.254645200E-02 2.346833500E-02 2.344179400E-02
1.283333839E+01 2.311291300E-02 2.240069400E-02 2.324788500E-02 2.318100300E-02
1.300000000E+01 2.291497700E-02 2.213328000E-02 2.293036100E-02 2.284335000E-02
