X Y Yfit
1.0000000E-2 7.0451291E-16 7.0565828E-16
2.0000000E-2 1.7334918E-15 1.7359626E-15
3.0000000E-2 3.2376007E-15 3.2409984E-15
4.0000000E-2 5.4374615E-15 5.4405140E-15
5.0000000E-2 8.6561472E-15 8.6563607E-15
6.0000000E-2 1.3366786E-14 1.3360079E-14
7.0000000E-2 2.0262324E-14 2.0242717E-14
8.0000000E-2 3.0357802E-14 3.0317292E-14
9.0000000E-2 4.5140347E-14 4.5069180E-14
1.0000000E-1 6.6789258E-14 6.6676894E-14
1.1000000E-1 9.8499068E-14 9.8336259E-14
1.2000000E-1 1.4495401E-13 1.4473646E-13
1.3000000E-1 2.1302508E-13 2.1275922E-13
1.4000000E-1 3.1279460E-13 3.1250592E-13
1.5000000E-1 4.5906245E-13 4.5880644E-13
1.6000000E-1 6.7356088E-13 6.7343621E-13
1.7000000E-1 9.8821186E-13 9.8837404E-13
1.8000000E-1 1.4499178E-12 1.4505899E-12
1.9000000E-1 2.1276082E-12 2.1290819E-12
2.0000000E-1 3.1226043E-12 3.1252195E-12
2.1000000E-1 4.5838653E-12 4.5879491E-12
2.2000000E-1 6.7304149E-12 6.7361476E-12
2.3000000E-1 9.8528295E-12 9.8914879E-12
2.4000000E-1 1.4515036E-11 1.4526763E-11
2.5000000E-1 2.1296644E-11 2.1336943E-11
2.6000000E-1 3.1294932E-11 3.1343669E-11
2.7000000E-1 4.5994812E-11 4.6048924E-11
2.8000000E-1 6.7609510E-11 6.7661029E-11
2.9000000E-1 9.9394691E-11 9.9427046E-11
3.0000000E-1 1.4613958E-10 1.4612167E-10
3.1000000E-1 2.1488948E-10 2.1476638E-10
3.2000000E-1 3.1600881E-10 3.1568718E-10
3.3000000E-1 4.6392502E-10 4.6407074E-10
3.4000000E-1 6.8227280E-10 6.8225337E-10
3.5000000E-1 1.0035127E-9 1.0030885E-9
3.6000000E-1 1.4760704E-9 1.4749008E-9
3.7000000E-1 2.1712389E-9 2.1687745E-9
3.8000000E-1 3.1939050E-9 3.1892765E-9
3.9000000E-1 4.6983791E-9 4.6902333E-9
