Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.754006E-1 3.074550E+1 5.098980E-1 8.031060E+1 3.768038E-1 3.106000E+1 5.089460E-1 8.098110E+1 3.7239540E-01 1.0125563E+00 -1.8705324E-01 8.2797097E-01
1.468000E+10 3.741301E-1 3.045520E+1 5.084940E-1 8.004300E+1 3.761682E-1 3.089330E+1 5.073320E-1 8.093940E+1 5.4180550E-01 1.4181068E+00 -2.2904134E-01 1.1074952E+00
2.154000E+10 3.723077E-1 3.006490E+1 5.064410E-1 7.972570E+1 3.752465E-1 3.066350E+1 5.051780E-1 8.087790E+1 7.8316520E-01 1.9521581E+00 -2.5001089E-01 1.4246166E+00
3.162000E+10 3.697199E-1 2.955490E+1 5.034560E-1 7.938980E+1 3.739174E-1 3.035280E+1 5.023840E-1 8.078980E+1 1.1225741E+00 2.6287525E+00 -2.1338259E-01 1.7328920E+00
4.642000E+10 3.660979E-1 2.890600E+1 4.991240E-1 7.909550E+1 3.720156E-1 2.994260E+1 4.987940E-1 8.068200E+1 1.5907129E+00 3.4619572E+00 -6.6159577E-02 1.9663618E+00
6.813000E+10 3.611283E-1 2.810660E+1 4.930350E-1 7.892920E+1 3.693247E-1 2.941500E+1 4.943280E-1 8.055910E+1 2.2192938E+00 4.4480707E+00 2.6156722E-01 2.0232351E+00
1.000000E+11 3.544899E-1 2.714930E+1 4.853220E-1 7.890300E+1 3.655763E-1 2.875440E+1 4.891600E-1 8.039770E+1 3.0325817E+00 5.5821022E+00 7.8461035E-01 1.8591328E+00
1.468000E+11 3.459251E-1 2.603890E+1 4.766580E-1 7.895920E+1 3.604647E-1 2.794900E+1 4.832190E-1 8.022850E+1 4.0335711E+00 6.8342338E+00 1.3577695E+00 1.5821061E+00
2.154000E+11 3.353347E-1 2.479100E+1 4.679130E-1 7.899860E+1 3.536878E-1 2.699360E+1 4.767930E-1 8.003490E+1 5.1890679E+00 8.1597119E+00 1.8624435E+00 1.2948101E+00
3.162000E+11 3.228543E-1 2.343640E+1 4.596480E-1 7.896400E+1 3.450185E-1 2.589180E+1 4.701390E-1 7.981100E+1 6.4240613E+00 9.4833113E+00 2.2314677E+00 1.0612572E+00
4.642000E+11 3.088446E-1 2.201610E+1 4.519500E-1 7.886420E+1 3.343911E-1 2.466000E+1 4.632370E-1 7.959840E+1 7.6397069E+00 1.0721411E+01 2.4365498E+00 9.2238035E-01
6.813000E+11 2.937631E-1 2.056870E+1 4.447750E-1 7.871150E+1 3.219609E-1 2.332750E+1 4.564410E-1 7.936860E+1 8.7581442E+00 1.1826385E+01 2.5558615E+00 8.2790927E-01
1.000000E+12 2.779823E-1 1.911940E+1 4.380140E-1 7.851220E+1 3.080792E-1 2.193160E+1 4.498900E-1 7.911710E+1 9.7692087E+00 1.2822594E+01 2.6397564E+00 7.6456291E-01
1.468000E+12 2.616810E-1 1.767590E+1 4.314260E-1 7.828370E+1 2.931677E-1 2.050730E+1 4.433710E-1 7.888500E+1 1.0740167E+01 1.3806791E+01 2.6941320E+00 7.6224884E-01
2.154000E+12 2.448795E-1 1.623510E+1 4.247640E-1 7.804140E+1 2.775587E-1 1.907710E+1 4.370360E-1 7.863380E+1 1.1773798E+01 1.4897442E+01 2.8080067E+00 7.5336560E-01
3.162000E+12 2.275697E-1 1.479470E+1 4.180330E-1 7.775910E+1 2.614071E-1 1.764770E+1 4.307810E-1 7.835800E+1 1.2944331E+01 1.6166413E+01 2.9592763E+00 7.6431251E-01
4.642000E+12 2.098312E-1 1.336070E+1 4.111000E-1 7.744280E+1 2.447295E-1 1.621690E+1 4.243180E-1 7.808340E+1 1.4259948E+01 1.7612491E+01 3.1151165E+00 8.2040485E-01
6.813000E+12 1.918649E-1 1.194850E+1 4.038410E-1 7.710380E+1 2.275250E-1 1.478320E+1 4.177470E-1 7.776700E+1 1.5673047E+01 1.9175145E+01 3.3288091E+00 8.5280389E-01
1.000000E+13 1.739572E-1 1.057840E+1 3.963480E-1 7.671360E+1 2.098795E-1 1.335360E+1 4.109560E-1 7.741100E+1 1.7115678E+01 2.0782411E+01 3.5546385E+00 9.0090556E-01
1.468000E+13 1.564228E-1 9.271500E+0 3.886010E-1 7.626350E+1 1.919955E-1 1.194380E+1 4.037960E-1 7.702980E+1 1.8527882E+01 2.2373951E+01 3.7630388E+00 9.9480980E-01
2.154000E+13 1.395599E-1 8.045900E+0 3.805310E-1 7.575230E+1 1.741570E-1 1.057400E+1 3.963820E-1 7.658640E+1 1.9865466E+01 2.3908644E+01 3.9989202E+00 1.0890968E+00
3.162000E+13 1.236233E-1 6.915500E+0 3.720390E-1 7.518020E+1 1.566751E-1 9.265200E+0 3.886980E-1 7.606990E+1 2.1095758E+01 2.5360489E+01 4.2858466E+00 1.1695822E+00
4.642000E+13 1.088101E-1 5.888600E+0 3.631490E-1 7.451270E+1 1.398455E-1 8.035700E+0 3.806640E-1 7.547470E+1 2.2192634E+01 2.6719514E+01 4.6011706E+00 1.2745993E+00
6.813000E+13 9.525432E-2 4.969100E+0 3.537710E-1 7.372940E+1 1.239217E-1 6.899600E+0 3.722040E-1 7.479330E+1 2.3133463E+01 2.7979883E+01 4.9523917E+00 1.4224536E+00
1.000000E+14 8.303016E-2 4.156100E+0 3.437650E-1 7.280470E+1 1.091006E-1 5.865800E+0 3.633480E-1 7.398550E+1 2.3895781E+01 2.9146919E+01 5.3895990E+00 1.5959884E+00
