Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.760544E-1 2.784550E+1 4.721330E-1 7.841690E+1 3.774635E-1 2.818600E+1 4.715490E-1 7.917730E+1 3.7330762E-01 1.2080465E+00 -1.2384715E-01 9.6037627E-01
1.468000E+10 3.748652E-1 2.755230E+1 4.705490E-1 7.809930E+1 3.769025E-1 2.802210E+1 4.699110E-1 7.910880E+1 5.4053767E-01 1.6765339E+00 -1.3577039E-01 1.2760906E+00
2.154000E+10 3.731598E-1 2.716170E+1 4.681270E-1 7.774410E+1 3.760883E-1 2.779710E+1 4.675880E-1 7.903420E+1 7.7867352E-01 2.2858500E+00 -1.1527242E-01 1.6323313E+00
3.162000E+10 3.707394E-1 2.665790E+1 4.646040E-1 7.738280E+1 3.749130E-1 2.749480E+1 4.645800E-1 7.892750E+1 1.1132183E+00 3.0438483E+00 -5.1659563E-03 1.9571125E+00
4.642000E+10 3.673534E-1 2.602710E+1 4.596190E-1 7.707490E+1 3.732289E-1 2.709900E+1 4.608080E-1 7.878210E+1 1.5742350E+00 3.9554965E+00 2.5802503E-01 2.1669897E+00
6.813000E+10 3.627107E-1 2.526320E+1 4.528000E-1 7.691130E+1 3.708412E-1 2.659510E+1 4.560400E-1 7.862850E+1 2.1924479E+00 5.0080654E+00 7.1046399E-01 2.1839409E+00
1.000000E+11 3.565132E-1 2.436460E+1 4.444810E-1 7.687770E+1 3.675059E-1 2.597150E+1 4.505390E-1 7.842790E+1 2.9911629E+00 6.1871667E+00 1.3446117E+00 1.9765925E+00
1.468000E+11 3.485212E-1 2.334010E+1 4.354250E-1 7.690060E+1 3.629401E-1 2.522130E+1 4.441810E-1 7.822430E+1 3.9728043E+00 7.4587749E+00 1.9712685E+00 1.6921852E+00
2.154000E+11 3.386387E-1 2.220650E+1 4.264290E-1 7.688920E+1 3.568561E-1 2.434290E+1 4.373390E-1 7.798830E+1 5.1049709E+00 8.7762756E+00 2.4946323E+00 1.4093140E+00
3.162000E+11 3.269804E-1 2.099150E+1 4.179460E-1 7.680160E+1 3.490230E-1 2.334220E+1 4.302250E-1 7.772530E+1 6.3155150E+00 1.0070602E+01 2.8540880E+00 1.1884161E+00
4.642000E+11 3.138586E-1 1.972900E+1 4.101080E-1 7.663760E+1 3.393458E-1 2.223480E+1 4.229000E-1 7.746790E+1 7.5106867E+00 1.1269721E+01 3.0248286E+00 1.0717988E+00
6.813000E+11 2.996664E-1 1.844890E+1 4.027270E-1 7.643480E+1 3.279264E-1 2.104570E+1 4.156880E-1 7.719480E+1 8.6177874E+00 1.2338863E+01 3.1179635E+00 9.8452227E-01
1.000000E+12 2.847146E-1 1.716900E+1 3.957260E-1 7.619210E+1 3.150528E-1 1.980590E+1 4.087280E-1 7.690360E+1 9.6295605E+00 1.3313710E+01 3.1810886E+00 9.2518426E-01
1.468000E+12 2.691382E-1 1.589250E+1 3.889460E-1 7.590980E+1 3.010937E-1 1.854400E+1 4.019440E-1 7.661350E+1 1.0613141E+01 1.4298425E+01 3.2337838E+00 9.1850653E-01
2.154000E+12 2.529326E-1 1.461470E+1 3.821040E-1 7.560910E+1 2.863496E-1 1.727770E+1 3.952900E-1 7.632070E+1 1.1670001E+01 1.5412931E+01 3.3357788E+00 9.3238139E-01
3.162000E+12 2.360762E-1 1.333270E+1 3.750970E-1 7.528210E+1 2.709600E-1 1.601130E+1 3.887610E-1 7.599890E+1 1.2874151E+01 1.6729435E+01 3.5147559E+00 9.4317155E-01
4.642000E+12 2.186386E-1 1.205160E+1 3.679170E-1 7.490940E+1 2.549284E-1 1.474110E+1 3.821120E-1 7.566400E+1 1.4235291E+01 1.8244907E+01 3.7148794E+00 9.9730387E-01
6.813000E+12 2.008129E-1 1.078510E+1 3.604970E-1 7.449030E+1 2.382331E-1 1.346440E+1 3.752600E-1 7.530440E+1 1.5707389E+01 1.9899141E+01 3.9340724E+00 1.0810789E+00
1.000000E+13 1.828823E-1 9.551700E+0 3.527010E-1 7.404080E+1 2.209337E-1 1.218570E+1 3.682210E-1 7.489410E+1 1.7222995E+01 2.1615500E+01 4.2148601E+00 1.1393421E+00
1.468000E+13 1.651667E-1 8.370500E+0 3.446130E-1 7.353040E+1 2.032097E-1 1.091790E+1 3.608960E-1 7.443590E+1 1.8721055E+01 2.3332326E+01 4.5118261E+00 1.2164829E+00
2.154000E+13 1.479799E-1 7.258600E+0 3.362010E-1 7.294900E+1 1.853337E-1 9.679200E+0 3.531860E-1 7.393540E+1 2.0154888E+01 2.5008265E+01 4.8090808E+00 1.3341376E+00
3.162000E+13 1.316007E-1 6.229400E+0 3.274200E-1 7.228500E+1 1.676208E-1 8.488700E+0 3.451670E-1 7.335940E+1 2.1489040E+01 2.6615383E+01 5.1415692E+00 1.4645703E+00
4.642000E+13 1.162556E-1 5.291700E+0 3.181990E-1 7.152350E+1 1.503846E-1 7.364000E+0 3.368070E-1 7.269390E+1 2.2694478E+01 2.8140956E+01 5.5248258E+00 1.6100388E+00
6.813000E+13 1.021100E-1 4.450100E+0 3.084400E-1 7.064820E+1 1.339081E-1 6.319200E+0 3.280640E-1 7.192280E+1 2.3746211E+01 2.9578111E+01 5.9817597E+00 1.7721779E+00
1.000000E+14 8.926825E-2 3.704700E+0 2.979960E-1 6.963350E+1 1.184243E-1 5.364400E+0 3.188770E-1 7.102760E+1 2.4619989E+01 3.0939154E+01 6.5482929E+00 1.9627581E+00
