Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.770017E-1 2.207600E+1 3.958260E-1 7.396760E+1 3.781513E-1 2.239290E+1 3.958910E-1 7.478920E+1 3.0400530E-01 1.4151807E+00 1.6418661E-02 1.0985543E+00
1.468000E+10 3.759776E-1 2.177730E+1 3.936880E-1 7.356290E+1 3.776261E-1 2.220840E+1 3.939880E-1 7.463500E+1 4.3654292E-01 1.9411574E+00 7.6144451E-02 1.4364574E+00
2.154000E+10 3.745091E-1 2.138790E+1 3.905820E-1 7.310750E+1 3.768645E-1 2.195880E+1 3.914000E-1 7.443400E+1 6.2499917E-01 2.5998688E+00 2.0899336E-01 1.7821157E+00
3.162000E+10 3.724248E-1 2.089570E+1 3.860210E-1 7.267350E+1 3.757662E-1 2.163010E+1 3.878750E-1 7.420250E+1 8.8922314E-01 3.3952686E+00 4.7798904E-01 2.0605775E+00
4.642000E+10 3.695089E-1 2.029750E+1 3.798020E-1 7.231540E+1 3.741947E-1 2.120990E+1 3.833310E-1 7.393280E+1 1.2522358E+00 4.3017647E+00 9.2061430E-01 2.1876623E+00
6.813000E+10 3.655094E-1 1.959500E+1 3.717790E-1 7.209930E+1 3.719712E-1 2.069090E+1 3.776840E-1 7.363930E+1 1.7371775E+00 5.2965313E+00 1.5634763E+00 2.0912746E+00
1.000000E+11 3.601668E-1 1.879630E+1 3.625170E-1 7.197950E+1 3.688738E-1 2.007010E+1 3.709980E-1 7.332800E+1 2.3604279E+00 6.3467546E+00 2.2859962E+00 1.8389974E+00
1.468000E+11 3.532672E-1 1.791610E+1 3.528190E-1 7.187160E+1 3.646495E-1 1.935140E+1 3.633790E-1 7.302070E+1 3.1214358E+00 7.4170344E+00 2.9060568E+00 1.5736634E+00
2.154000E+11 3.447127E-1 1.697290E+1 3.433330E-1 7.170570E+1 3.590472E-1 1.854280E+1 3.552010E-1 7.269740E+1 3.9923720E+00 8.4663589E+00 3.3412068E+00 1.3641478E+00
3.162000E+11 3.345746E-1 1.598980E+1 3.343860E-1 7.146140E+1 3.518745E-1 1.765800E+1 3.467960E-1 7.235170E+1 4.9164972E+00 9.4472760E+00 3.5784726E+00 1.2305170E+00
4.642000E+11 3.230824E-1 1.499040E+1 3.260610E-1 7.114920E+1 3.430651E-1 1.671580E+1 3.384640E-1 7.197910E+1 5.8247545E+00 1.0321971E+01 3.6644961E+00 1.1529736E+00
6.813000E+11 3.105278E-1 1.399240E+1 3.182990E-1 7.078240E+1 3.327220E-1 1.573830E+1 3.304040E-1 7.158130E+1 6.6704937E+00 1.1093320E+01 3.6636966E+00 1.1160736E+00
1.000000E+12 2.971304E-1 1.300330E+1 3.109100E-1 7.037860E+1 3.210885E-1 1.474730E+1 3.226350E-1 7.117790E+1 7.4615254E+00 1.1825894E+01 3.6341376E+00 1.1229609E+00
1.468000E+12 2.829620E-1 1.202090E+1 3.036330E-1 6.995640E+1 3.084439E-1 1.375850E+1 3.152110E-1 7.075590E+1 8.2614375E+00 1.2629284E+01 3.6730952E+00 1.1299411E+00
2.154000E+12 2.679786E-1 1.103850E+1 2.963680E-1 6.949430E+1 2.949780E-1 1.277730E+1 3.080450E-1 7.030820E+1 9.1530216E+00 1.3608509E+01 3.7906799E+00 1.1576175E+00
3.162000E+12 2.521281E-1 1.005250E+1 2.889900E-1 6.898240E+1 2.807349E-1 1.180060E+1 3.009560E-1 6.983510E+1 1.0189969E+01 1.4813654E+01 3.9759965E+00 1.2210192E+00
4.642000E+12 2.354481E-1 9.065900E+0 2.813440E-1 6.843010E+1 2.656620E-1 1.082200E+1 2.937210E-1 6.934440E+1 1.1373061E+01 1.6227130E+01 4.2138628E+00 1.3184915E+00
6.813000E+12 2.180991E-1 8.088700E+0 2.733830E-1 6.783000E+1 2.497180E-1 9.839000E+0 2.863240E-1 6.880400E+1 1.2661843E+01 1.7789409E+01 4.5197049E+00 1.4156154E+00
1.000000E+13 2.003406E-1 7.134600E+0 2.651210E-1 6.716260E+1 2.329607E-1 8.856200E+0 2.786950E-1 6.820330E+1 1.4002405E+01 1.9439489E+01 4.8705574E+00 1.5258792E+00
1.468000E+13 1.824859E-1 6.218600E+0 2.565290E-1 6.641970E+1 2.155681E-1 7.884200E+0 2.707470E-1 6.754310E+1 1.5346519E+01 2.1125796E+01 5.2513971E+00 1.6632343E+00
2.154000E+13 1.648633E-1 5.354200E+0 2.475700E-1 6.559090E+1 1.978098E-1 6.937300E+0 2.624140E-1 6.682240E+1 1.6655646E+01 2.2820117E+01 5.6567104E+00 1.8429449E+00
3.162000E+13 1.477864E-1 4.552700E+0 2.381940E-1 6.466500E+1 1.800025E-1 6.030100E+0 2.537280E-1 6.601560E+1 1.7897585E+01 2.4500423E+01 6.1223042E+00 2.0458801E+00
4.642000E+13 1.315477E-1 3.822200E+0 2.283390E-1 6.362420E+1 1.624734E-1 5.176300E+0 2.446550E-1 6.511060E+1 1.9034316E+01 2.6159612E+01 6.6689829E+00 2.2828848E+00
6.813000E+13 1.163415E-1 3.166900E+0 2.179200E-1 6.245650E+1 1.455318E-1 4.386800E+0 2.351530E-1 6.409280E+1 2.0057678E+01 2.7808425E+01 7.3284202E+00 2.5530169E+00
1.000000E+14 1.023477E-1 2.588100E+0 2.068190E-1 6.113420E+1 1.294646E-1 3.669800E+0 2.251690E-1 6.294390E+1 2.0945417E+01 2.9475721E+01 8.1494344E+00 2.8750999E+00
