Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.762386E-1 2.687940E+1 4.595180E-1 7.773610E+1 3.776342E-1 2.722490E+1 4.590350E-1 7.852670E+1 3.6956399E-01 1.2690588E+00 -1.0522073E-01 1.0067913E+00
1.468000E+10 3.750765E-1 2.658460E+1 4.577810E-1 7.741440E+1 3.770916E-1 2.706070E+1 4.573040E-1 7.846120E+1 5.3437945E-01 1.7593780E+00 -1.0430698E-01 1.3341626E+00
2.154000E+10 3.734101E-1 2.619380E+1 4.552530E-1 7.704200E+1 3.763041E-1 2.683550E+1 4.549870E-1 7.836860E+1 7.6905885E-01 2.3912355E+00 -5.8463209E-02 1.6927698E+00
3.162000E+10 3.710452E-1 2.569200E+1 4.516060E-1 7.666210E+1 3.751670E-1 2.653390E+1 4.519670E-1 7.824170E+1 1.0986574E+00 3.1729222E+00 7.9873088E-02 2.0188723E+00
4.642000E+10 3.677374E-1 2.506670E+1 4.463410E-1 7.635910E+1 3.735373E-1 2.614010E+1 4.480480E-1 7.809390E+1 1.5526963E+00 4.1063347E+00 3.8098597E-01 2.2214283E+00
6.813000E+10 3.632023E-1 2.431380E+1 4.393420E-1 7.618530E+1 3.712259E-1 2.564040E+1 4.432240E-1 7.791710E+1 2.1613794E+00 5.1738662E+00 8.7585510E-01 2.2226187E+00
1.000000E+11 3.571491E-1 2.343390E+1 4.308430E-1 7.614570E+1 3.679952E-1 2.502480E+1 4.375290E-1 7.771250E+1 2.9473482E+00 6.3572936E+00 1.5281273E+00 2.0161493E+00
1.468000E+11 3.493433E-1 2.243540E+1 4.216690E-1 7.615160E+1 3.635695E-1 2.428770E+1 4.311130E-1 7.747770E+1 3.9129245E+00 7.6264941E+00 2.1906090E+00 1.7115893E+00
2.154000E+11 3.396895E-1 2.133700E+1 4.125920E-1 7.611990E+1 3.576662E-1 2.342900E+1 4.240570E-1 7.723630E+1 5.0261109E+00 8.9291050E+00 2.7036460E+00 1.4454343E+00
3.162000E+11 3.282953E-1 2.016500E+1 4.040210E-1 7.601480E+1 3.500558E-1 2.245570E+1 4.167160E-1 7.696930E+1 6.2162947E+00 1.0200973E+01 3.0464393E+00 1.2401048E+00
4.642000E+11 3.154582E-1 1.895090E+1 3.960670E-1 7.583810E+1 3.406387E-1 2.138320E+1 4.093300E-1 7.667860E+1 7.3921431E+00 1.1374818E+01 3.2401730E+00 1.0961337E+00
6.813000E+11 3.015519E-1 1.772260E+1 3.886820E-1 7.560320E+1 3.295054E-1 2.023580E+1 4.019730E-1 7.638890E+1 8.4834725E+00 1.2419573E+01 3.3064410E+00 1.0285526E+00
1.000000E+12 2.868690E-1 1.649560E+1 3.816380E-1 7.533580E+1 3.169277E-1 1.904280E+1 3.948130E-1 7.609370E+1 9.4844029E+00 1.3376184E+01 3.3370228E+00 9.9600887E-01
1.468000E+12 2.715314E-1 1.527170E+1 3.747150E-1 7.504750E+1 3.032579E-1 1.783070E+1 3.879400E-1 7.578120E+1 1.0461887E+01 1.4351652E+01 3.4090323E+00 9.6818208E-01
2.154000E+12 2.555269E-1 1.404600E+1 3.678260E-1 7.472130E+1 2.887838E-1 1.661560E+1 3.812500E-1 7.545760E+1 1.1516193E+01 1.5464985E+01 3.5210492E+00 9.7577978E-01
3.162000E+12 2.388294E-1 1.281530E+1 3.608110E-1 7.435870E+1 2.736365E-1 1.540080E+1 3.745480E-1 7.513310E+1 1.2720196E+01 1.6788089E+01 3.6676207E+00 1.0307042E+00
4.642000E+12 2.215040E-1 1.158460E+1 3.534920E-1 7.397540E+1 2.578136E-1 1.418210E+1 3.678390E-1 7.477330E+1 1.4083664E+01 1.8315341E+01 3.9003477E+00 1.0670921E+00
6.813000E+12 2.037401E-1 1.036670E+1 3.459360E-1 7.354230E+1 2.412874E-1 1.295640E+1 3.609710E-1 7.437840E+1 1.5561235E+01 1.9987805E+01 4.1651545E+00 1.1241167E+00
1.000000E+13 1.858182E-1 9.179500E+0 3.381180E-1 7.305190E+1 2.241103E-1 1.172780E+1 3.537760E-1 7.396000E+1 1.7086274E+01 2.1728713E+01 4.4259645E+00 1.2278259E+00
1.468000E+13 1.680591E-1 8.041500E+0 3.300050E-1 7.249770E+1 2.064558E-1 1.050850E+1 3.463280E-1 7.348430E+1 1.8598024E+01 2.3476234E+01 4.7131621E+00 1.3425997E+00
2.154000E+13 1.507802E-1 6.969300E+0 3.214640E-1 7.189160E+1 1.885926E-1 9.315700E+0 3.385990E-1 7.294120E+1 2.0049779E+01 2.5187587E+01 5.0605584E+00 1.4389673E+00
3.162000E+13 1.342675E-1 5.975900E+0 3.125450E-1 7.120100E+1 1.708356E-1 8.168100E+0 3.305250E-1 7.232780E+1 2.1405433E+01 2.6838555E+01 5.4398306E+00 1.5579072E+00
4.642000E+13 1.187565E-1 5.070300E+0 3.031870E-1 7.040970E+1 1.535026E-1 7.082600E+0 3.220240E-1 7.163990E+1 2.2635512E+01 2.8411883E+01 5.8495640E+00 1.7171995E+00
6.813000E+13 1.044232E-1 4.257000E+0 2.932960E-1 6.949800E+1 1.368838E-1 6.073200E+0 3.131320E-1 7.084510E+1 2.3713982E+01 2.9905157E+01 6.3347087E+00 1.9014724E+00
1.000000E+14 9.138161E-2 3.536700E+0 2.827360E-1 6.844220E+1 1.212225E-1 5.150100E+0 3.037940E-1 6.992390E+1 2.4616626E+01 3.1327547E+01 6.9316708E+00 2.1190180E+00
