Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.758551E-1 2.881260E+1 4.847120E-1 7.907640E+1 3.772781E-1 2.914830E+1 4.840280E-1 7.980850E+1 3.7717535E-01 1.1516967E+00 -1.4131414E-01 9.1732084E-01
1.468000E+10 3.746388E-1 2.852000E+1 4.831980E-1 7.877350E+1 3.766990E-1 2.898490E+1 4.824200E-1 7.974830E+1 5.4690881E-01 1.6039386E+00 -1.6127026E-01 1.2223458E+00
2.154000E+10 3.728945E-1 2.813010E+1 4.809700E-1 7.842190E+1 3.758589E-1 2.876020E+1 4.802520E-1 7.966500E+1 7.8870023E-01 2.1908749E+00 -1.4950484E-01 1.5604092E+00
3.162000E+10 3.704184E-1 2.762370E+1 4.776040E-1 7.807130E+1 3.746462E-1 2.845770E+1 4.772680E-1 7.957670E+1 1.1284780E+00 2.9306655E+00 -7.0400697E-02 1.8917598E+00
4.642000E+10 3.669541E-1 2.698770E+1 4.728020E-1 7.777570E+1 3.729090E-1 2.806030E+1 4.735320E-1 7.945290E+1 1.5968775E+00 3.8224823E+00 1.5416065E-01 2.1109362E+00
6.813000E+10 3.622031E-1 2.621180E+1 4.662370E-1 7.760800E+1 3.704468E-1 2.755230E+1 4.689690E-1 7.929700E+1 2.2253398E+00 4.8652926E+00 5.8255450E-01 2.1299671E+00
1.000000E+11 3.558601E-1 2.529500E+1 4.581200E-1 7.757910E+1 3.670089E-1 2.692070E+1 4.635060E-1 7.912690E+1 3.0377465E+00 6.0388474E+00 1.1620130E+00 1.9560984E+00
1.468000E+11 3.476796E-1 2.424280E+1 4.491950E-1 7.761370E+1 3.623058E-1 2.615700E+1 4.573580E-1 7.892700E+1 4.0369765E+00 7.3181175E+00 1.7848163E+00 1.6639426E+00
2.154000E+11 3.375649E-1 2.307230E+1 4.402970E-1 7.761710E+1 3.560442E-1 2.525820E+1 4.507180E-1 7.869790E+1 5.1901702E+00 8.6542192E+00 2.3120887E+00 1.3733530E+00
3.162000E+11 3.256375E-1 2.181290E+1 4.318650E-1 7.755330E+1 3.479912E-1 2.422930E+1 4.436540E-1 7.846900E+1 6.4236394E+00 9.9730492E+00 2.6572509E+00 1.1669577E+00
4.642000E+11 3.122254E-1 2.049980E+1 4.240320E-1 7.742000E+1 3.380561E-1 2.308550E+1 4.365250E-1 7.821880E+1 7.6409507E+00 1.1200537E+01 2.8619209E+00 1.0212379E+00
6.813000E+11 2.977421E-1 1.916600E+1 4.167520E-1 7.722940E+1 3.263519E-1 2.185300E+1 4.295290E-1 7.794730E+1 8.7665492E+00 1.2295795E+01 2.9746536E+00 9.2100689E-01
1.000000E+12 2.825178E-1 1.783150E+1 4.098980E-1 7.699010E+1 3.131829E-1 2.056450E+1 4.226140E-1 7.768650E+1 9.7914350E+00 1.3289893E+01 3.0088923E+00 8.9642345E-01
1.468000E+12 2.667010E-1 1.650080E+1 4.031000E-1 7.674280E+1 2.989346E-1 1.925090E+1 4.159170E-1 7.741730E+1 1.0782827E+01 1.4285566E+01 3.0816245E+00 8.7125229E-01
2.154000E+12 2.502954E-1 1.516980E+1 3.963240E-1 7.646220E+1 2.839215E-1 1.793170E+1 4.094530E-1 7.712370E+1 1.1843450E+01 1.5402332E+01 3.2064730E+00 8.5771300E-01
3.162000E+12 2.332839E-1 1.383570E+1 3.894760E-1 7.613840E+1 2.682925E-1 1.661230E+1 4.029320E-1 7.683500E+1 1.3048669E+01 1.6714121E+01 3.3395213E+00 9.0661808E-01
4.642000E+12 2.157400E-1 1.250390E+1 3.823260E-1 7.579660E+1 2.520579E-1 1.528960E+1 3.963560E-1 7.652090E+1 1.4408555E+01 1.8219574E+01 3.5397471E+00 9.4653879E-01
6.813000E+12 1.978600E-1 1.118880E+1 3.749180E-1 7.541490E+1 2.352017E-1 1.396110E+1 3.896850E-1 7.616150E+1 1.5876458E+01 1.9857318E+01 3.7894710E+00 9.8028531E-01
1.000000E+13 1.799286E-1 9.909400E+0 3.672610E-1 7.497900E+1 2.177896E-1 1.263200E+1 3.826590E-1 7.578690E+1 1.7384209E+01 2.1553198E+01 4.0239482E+00 1.0660154E+00
1.468000E+13 1.622650E-1 8.685600E+0 3.593310E-1 7.448140E+1 2.000063E-1 1.131580E+1 3.753680E-1 7.536230E+1 1.8870056E+01 2.3243606E+01 4.2723407E+00 1.1688868E+00
2.154000E+13 1.451782E-1 7.534900E+0 3.510210E-1 7.392880E+1 1.821275E-1 1.003130E+1 3.678130E-1 7.487300E+1 2.0287601E+01 2.4886106E+01 4.5653634E+00 1.2610687E+00
3.162000E+13 1.289396E-1 6.470800E+0 3.423130E-1 7.330280E+1 1.644674E-1 8.798400E+0 3.599650E-1 7.430780E+1 2.1601728E+01 2.6454810E+01 4.9038101E+00 1.3524825E+00
4.642000E+13 1.137660E-1 5.502300E+0 3.331850E-1 7.257930E+1 1.473353E-1 7.635200E+0 3.516710E-1 7.367960E+1 2.2784289E+01 2.7935090E+01 5.2566177E+00 1.4933577E+00
6.813000E+13 9.981276E-2 4.633400E+0 3.235440E-1 7.173800E+1 1.310062E-1 6.555700E+0 3.430020E-1 7.294590E+1 2.3810659E+01 2.9322574E+01 5.6728532E+00 1.6558847E+00
1.000000E+14 8.717384E-2 3.864200E+0 3.132510E-1 7.075400E+1 1.157031E-1 5.570000E+0 3.339120E-1 7.208600E+1 2.4657300E+01 3.0624776E+01 6.1875584E+00 1.8477929E+00
