fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UT01 10:19:58 300.8 38.54 1.000E+000 9.472E-001 1.123E-006 1.153E+004 2.670E+000 1.519E-008 2.780E-003 
UT02 10:40:14 304.5 38.08 1.000E+000 9.469E-001 1.239E-006 1.021E+004 2.644E+000 1.766E-008 2.822E-003 
UT03 11:01:02 307.4 37.72 1.000E+000 1.106E+000 1.074E-006 9.252E+003 2.650E+000 1.886E-008 3.093E-003 
UT04 11:21:12 309.4 37.47 1.000E+000 1.103E+000 1.045E-006 8.635E+003 2.637E+000 2.048E-008 1.690E-003 
UT05 11:41:14 311.8 37.18 1.000E+000 1.161E+000 8.877E-007 7.936E+003 2.665E+000 2.079E-008 2.492E-003 
UT06 11:58:08 315.1 36.8 1.000E+000 1.036E+000 1.119E-006 7.047E+003 2.638E+000 2.299E-008 2.712E-003 
UT07 12:18:12 317.9 36.47 1.000E+000 9.553E-001 1.039E-006 6.354E+003 2.651E+000 2.411E-008 2.627E-003 
UT08 12:33:56 321 36.12 1.000E+000 9.545E-001 1.037E-006 5.649E+003 2.656E+000 2.591E-008 1.839E-003 
UT09 12:50:04 324.4 35.74 1.000E+000 9.861E-001 1.159E-006 4.947E+003 2.654E+000 2.788E-008 2.167E-003 
UT10 13:11:20 326.9 35.47 1.000E+000 9.697E-001 1.207E-006 4.474E+003 2.636E+000 3.058E-008 1.778E-003 
UT11 13:30:12 331.1 35.02 1.000E+000 9.992E-001 1.120E-006 3.757E+003 2.640E+000 3.273E-008 1.985E-003 
UT12 13:50:14 332.7 34.85 1.000E+000 1.010E+000 1.149E-006 3.507E+003 2.627E+000 3.494E-008 1.845E-003 
UT13 14:04:16 336.7 34.43 1.000E+000 1.057E+000 1.083E-006 2.936E+003 2.656E+000 3.683E-008 1.390E-003 
UT14 14:24:34 340.7 34.03 1.000E+000 1.029E+000 1.281E-006 2.431E+003 2.633E+000 4.106E-008 1.388E-003 
