name time T kT_1 I
00 8:03:34 293.3 39.53 2.839E-005
00 8:23:06 294.9 39.32 3.241E-005
00 8:41:46 297.1 39.02 3.676E-005
00 8:47:58 297.6 38.96 3.900E-005
00 8:52:00 297.8 38.93 3.993E-005
00 9:13:54 300.4 38.6 4.779E-005
00 9:28:12 301.1 38.51 5.185E-005
00 9:48:40 304.1 38.13 5.709E-005
00 10:07:44 307.2 37.74 6.318E-005
001 10:25:38 308.8 37.55 7.461E-005
001 11:35:04 314.2 36.9 8.096E-005
001 13:22:02 320.9 36.13 1.034E-004
001 14:11:26 329.6 35.18 1.426E-004
001 15:24:02 335.9 34.52 1.750E-004
001 16:00:14 338.1 34.29 1.877E-004
