name time T kT_1 I
00 8:03:34 293.3 39.53 4.629E-007
00 8:23:06 294.9 39.32 4.593E-007
00 8:41:46 297.1 39.02 4.934E-007
00 8:47:58 297.6 38.96 6.243E-007
00 8:52:00 297.8 38.93 5.514E-007
00 9:13:54 300.4 38.6 7.800E-007
00 9:28:12 301.1 38.51 8.095E-007
00 9:48:40 304.1 38.13 8.407E-007
00 10:07:44 307.2 37.74 9.181E-007
001 10:25:38 308.8 37.55 1.009E-006
001 11:35:04 314.2 36.9 1.353E-006
001 13:22:02 320.9 36.13 1.414E-006
001 14:11:26 329.6 35.18 2.049E-006
001 15:24:02 335.9 34.52 2.649E-006
001 16:00:14 338.1 34.29 2.832E-006
