name time T kT_1 I
00 8:03:34 293.3 39.53 1.407E-006
00 8:23:06 294.9 39.32 1.473E-006
00 8:41:46 297.1 39.02 1.581E-006
00 8:47:58 297.6 38.96 1.879E-006
00 8:52:00 297.8 38.93 1.762E-006
00 9:13:54 300.4 38.6 2.342E-006
00 9:28:12 301.1 38.51 2.550E-006
00 9:48:40 304.1 38.13 2.597E-006
00 10:07:44 307.2 37.74 2.938E-006
001 10:25:38 308.8 37.55 3.174E-006
001 11:35:04 314.2 36.9 4.052E-006
001 13:22:02 320.9 36.13 4.522E-006
001 14:11:26 329.6 35.18 6.627E-006
001 15:24:02 335.9 34.52 8.563E-006
001 16:00:14 338.1 34.29 9.029E-006
