name time T kT_1 I
00 8:03:34 293.3 39.53 1.523E-003
00 8:23:06 294.9 39.32 1.579E-003
00 8:41:46 297.1 39.02 1.654E-003
00 8:47:58 297.6 38.96 1.697E-003
00 8:52:00 297.8 38.93 1.706E-003
00 9:13:54 300.4 38.6 1.814E-003
00 9:28:12 301.1 38.51 1.850E-003
00 9:48:40 304.1 38.13 1.902E-003
00 10:07:44 307.2 37.74 1.986E-003
001 10:25:38 308.8 37.55 2.093E-003
001 11:35:04 314.2 36.9 2.213E-003
001 13:22:02 320.9 36.13 2.521E-003
001 14:11:26 329.6 35.18 2.985E-003
001 15:24:02 335.9 34.52 3.457E-003
001 16:00:14 338.1 34.29 3.672E-003
