name time T kT_1 I
00 8:03:34 293.3 39.53 5.203E-006
00 8:23:06 294.9 39.32 5.377E-006
00 8:41:46 297.1 39.02 5.960E-006
00 8:47:58 297.6 38.96 6.502E-006
00 8:52:00 297.8 38.93 6.361E-006
00 9:13:54 300.4 38.6 8.150E-006
00 9:28:12 301.1 38.51 8.885E-006
00 9:48:40 304.1 38.13 8.790E-006
00 10:07:44 307.2 37.74 9.905E-006
001 10:25:38 308.8 37.55 1.059E-005
001 11:35:04 314.2 36.9 1.263E-005
001 13:22:02 320.9 36.13 1.375E-005
001 14:11:26 329.6 35.18 2.072E-005
001 15:24:02 335.9 34.52 2.623E-005
001 16:00:14 338.1 34.29 2.757E-005
