name time T kT_1 I
00 8:03:34 293.3 39.53 2.126E-009
00 8:23:06 294.9 39.32 2.895E-009
00 8:41:46 297.1 39.02 7.884E-009
00 8:47:58 297.6 38.96 1.181E-008
00 8:52:00 297.8 38.93 8.855E-009
00 9:13:54 300.4 38.6 6.578E-009
00 9:28:12 301.1 38.51 5.213E-010
00 9:48:40 304.1 38.13 7.963E-009
00 10:07:44 307.2 37.74 3.479E-009
001 10:25:38 308.8 37.55 3.910E-009
001 11:35:04 314.2 36.9 1.872E-008
001 13:22:02 320.9 36.13 7.725E-009
001 14:11:26 329.6 35.18 6.894E-009
001 15:24:02 335.9 34.52 1.590E-008
001 16:00:14 338.1 34.29 3.780E-009
