Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.188124914E+00 1.204936492E+00 -1.681157800E-02 1.186171282E+00 1.200574640E+00 -1.440335800E-02 1.953632000E-03 4.361852000E-03
1.468000E+10 1.188283071E+00 1.204949383E+00 -1.666631200E-02 1.186937706E+00 1.201850019E+00 -1.491231300E-02 1.345365000E-03 3.099364000E-03
2.154000E+10 1.188513376E+00 1.204968263E+00 -1.645488700E-02 1.187589239E+00 1.202788858E+00 -1.519961900E-02 9.241370000E-04 2.179405000E-03
3.162000E+10 1.188847531E+00 1.204995913E+00 -1.614838200E-02 1.188213746E+00 1.203475702E+00 -1.526195600E-02 6.337850000E-04 1.520211000E-03
4.642000E+10 1.189329795E+00 1.205036377E+00 -1.570658200E-02 1.188895460E+00 1.203982086E+00 -1.508662600E-02 4.343350000E-04 1.054291000E-03
6.813000E+10 1.190020491E+00 1.205095506E+00 -1.507501500E-02 1.189722789E+00 1.204367098E+00 -1.464430900E-02 2.977020000E-04 7.284080000E-04
1.000000E+11 1.190998796E+00 1.205181745E+00 -1.418294900E-02 1.190794513E+00 1.204679500E+00 -1.388498700E-02 2.042830000E-04 5.022450000E-04
1.468000E+11 1.192362751E+00 1.205307182E+00 -1.294443100E-02 1.192222209E+00 1.204961013E+00 -1.273880400E-02 1.405420000E-04 3.461690000E-04
2.154000E+11 1.194222546E+00 1.205488891E+00 -1.126634500E-02 1.194125404E+00 1.205250001E+00 -1.112459700E-02 9.714200000E-05 2.388900000E-04
3.162000E+11 1.196681742E+00 1.205750616E+00 -9.068874000E-03 1.196614098E+00 1.205585267E+00 -8.971169000E-03 6.764400000E-05 1.653490000E-04
4.642000E+11 1.199802461E+00 1.206124638E+00 -6.322177000E-03 1.199754794E+00 1.206009590E+00 -6.254796000E-03 4.766700000E-05 1.150480000E-04
6.813000E+11 1.203559151E+00 1.206653436E+00 -3.094285000E-03 1.203524967E+00 1.206572744E+00 -3.047777000E-03 3.418400000E-05 8.069200000E-05
1.000000E+12 1.207804067E+00 1.207390531E+00 4.135360000E-04 1.207778982E+00 1.207333283E+00 4.456990000E-04 2.508500000E-05 5.724800000E-05
1.468000E+12 1.212283689E+00 1.208399513E+00 3.884176000E-03 1.212264757E+00 1.208358249E+00 3.906508000E-03 1.893200000E-05 4.126400000E-05
2.154000E+12 1.216726532E+00 1.209750009E+00 6.976523000E-03 1.216711828E+00 1.209719635E+00 6.992193000E-03 1.470400000E-05 3.037400000E-05
3.162000E+12 1.220958638E+00 1.211509708E+00 9.448930000E-03 1.220946889E+00 1.211486757E+00 9.460132000E-03 1.174900000E-05 2.295100000E-05
4.642000E+12 1.224956752E+00 1.213732422E+00 1.122433000E-02 1.224947137E+00 1.213714569E+00 1.123256800E-02 9.615000000E-06 1.785300000E-05
6.813000E+12 1.228802059E+00 1.216444590E+00 1.235746900E-02 1.228794020E+00 1.216430259E+00 1.236376100E-02 8.039000000E-06 1.433100000E-05
1.000000E+13 1.232593569E+00 1.219635681E+00 1.295788800E-02 1.232586724E+00 1.219623854E+00 1.296287000E-02 6.845000000E-06 1.182700000E-05
