T nFsrh nFBsrh dnsrh nF nFB dn
290 1.174015819E+00 1.137634640E+00 3.638117900E-02 1.173679305E+00 1.136634480E+00 3.704482500E-02
295 1.181746534E+00 1.137894122E+00 4.385241200E-02 1.180977066E+00 1.137551623E+00 4.342544300E-02
300 1.189217786E+00 1.143760845E+00 4.545694100E-02 1.182417949E+00 1.143318701E+00 3.909924800E-02
305 1.186883405E+00 1.149388651E+00 3.749475400E-02 1.186190180E+00 1.148824029E+00 3.736615100E-02
310 1.190864499E+00 1.154654123E+00 3.621037600E-02 1.187798405E+00 1.153941738E+00 3.385666700E-02
315 1.194575399E+00 1.159534208E+00 3.504119100E-02 1.190481361E+00 1.158646105E+00 3.183525600E-02
320 1.196563733E+00 1.163939919E+00 3.262381400E-02 1.195329665E+00 1.162845797E+00 3.248386800E-02
325 1.201309633E+00 1.167796469E+00 3.351316400E-02 1.199799444E+00 1.166464866E+00 3.333457800E-02
330 1.204804275E+00 1.170846385E+00 3.395789000E-02 1.203011064E+00 1.169472868E+00 3.353819600E-02
335 1.206657320E+00 1.173721428E+00 3.293589200E-02 1.204554617E+00 1.171817751E+00 3.273686600E-02
340 1.197349778E+00 1.176076279E+00 2.127349900E-02 1.194855293E+00 1.174229061E+00 2.062623200E-02
