N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.555295000E-02 3.650975700E-02 3.705253800E-02 3.747205300E-02
1.016672606E+01 3.694113800E-02 3.778276500E-02 3.821422300E-02 3.853224100E-02
1.033324570E+01 3.838058700E-02 3.905361600E-02 3.933193400E-02 3.951392800E-02
1.049996187E+01 3.974390900E-02 4.021020600E-02 4.030725000E-02 4.033023200E-02
1.066670514E+01 4.092134400E-02 4.116283300E-02 4.106585800E-02 4.091892800E-02
1.083333839E+01 4.184454000E-02 4.186025800E-02 4.156888400E-02 4.125138100E-02
1.100000000E+01 4.248749600E-02 4.228722900E-02 4.180988200E-02 4.133057300E-02
1.116672606E+01 4.285417100E-02 4.245423300E-02 4.180796300E-02 4.118753700E-02
1.133324570E+01 4.296552200E-02 4.238987600E-02 4.160453400E-02 4.088034700E-02
1.149996187E+01 4.285338700E-02 4.213996800E-02 4.125225100E-02 4.048394900E-02
1.166670514E+01 4.256229500E-02 4.177088400E-02 4.086549800E-02 4.012042800E-02
1.183333839E+01 4.215552100E-02 4.137055600E-02 4.052824900E-02 3.987867900E-02
1.200000000E+01 4.171822500E-02 4.103989200E-02 4.035267400E-02 3.984961700E-02
1.216672606E+01 4.134996300E-02 4.087140600E-02 4.039485300E-02 4.005678800E-02
1.233324570E+01 4.113910300E-02 4.092002200E-02 4.065857100E-02 4.046931400E-02
1.249996187E+01 4.114604000E-02 4.118086000E-02 4.109319700E-02 4.100748200E-02
1.266670514E+01 4.135668900E-02 4.159099900E-02 4.161713500E-02 4.158673700E-02
1.283333839E+01 4.170173400E-02 4.205807700E-02 4.214001700E-02 4.213138200E-02
1.300000000E+01 4.208519500E-02 4.249653000E-02 4.259769400E-02 4.259613300E-02
