N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 325 2.400E-4 1.201233644E+00 1.256691259E+00
1.468000E+10 5.623E+16 325 2.400E-4 1.220630746E+00 1.257644813E+00
2.154000E+10 5.623E+16 325 2.400E-4 1.231927234E+00 1.259372190E+00
3.162000E+10 5.623E+16 325 2.400E-4 1.242936677E+00 1.261240562E+00
4.642000E+10 5.623E+16 325 2.400E-4 1.252585619E+00 1.263859881E+00
6.813000E+10 5.623E+16 325 2.400E-4 1.260339386E+00 1.267641552E+00
1.000000E+11 5.623E+16 325 2.400E-4 1.267773922E+00 1.271876420E+00
1.468000E+11 5.623E+16 325 2.400E-4 1.272994060E+00 1.276345628E+00
2.154000E+11 5.623E+16 325 2.400E-4 1.279420251E+00 1.281537780E+00
3.162000E+11 5.623E+16 325 2.400E-4 1.287259553E+00 1.288431737E+00
4.642000E+11 5.623E+16 325 2.400E-4 1.293766023E+00 1.294282907E+00
6.813000E+11 5.623E+16 325 2.400E-4 1.299139477E+00 1.299376409E+00
1.000000E+12 5.623E+16 325 2.400E-4 1.304069891E+00 1.304133093E+00
1.468000E+12 5.623E+16 325 2.400E-4 1.308486289E+00 1.308557565E+00
2.154000E+12 5.623E+16 325 2.400E-4 1.312412416E+00 1.312597658E+00
3.162000E+12 5.623E+16 325 2.400E-4 1.314799967E+00 1.315091999E+00
4.642000E+12 5.623E+16 325 2.400E-4 1.320131734E+00 1.320266366E+00
6.813000E+12 5.623E+16 325 2.400E-4 1.297201524E+00 1.297382738E+00
1.000000E+13 5.623E+16 325 2.400E-4 1.331301476E+00 1.331460561E+00
