T d154 d184 d214 d244
d 150 180 210 240
290 5.153110000E-04 4.867980000E-04 4.704620000E-04 4.605390000E-04
295 4.867950000E-04 4.596300000E-04 4.458360000E-04 4.334200000E-04
300 4.600420000E-04 4.354050000E-04 4.242220000E-04 4.109610000E-04
305 4.652390000E-04 4.411110000E-04 4.265480000E-04 4.230400000E-04
310 4.897770000E-04 4.660710000E-04 4.519870000E-04 4.424510000E-04
315 5.259060000E-04 5.033260000E-04 4.900510000E-04 4.806420000E-04
320 5.959320000E-04 5.732400000E-04 5.588520000E-04 5.492690000E-04
325 6.897920000E-04 6.670310000E-04 6.513570000E-04 6.410480000E-04
330 7.990310000E-04 7.762890000E-04 7.580770000E-04 7.474400000E-04
335 9.438990000E-04 9.193120000E-04 8.981420000E-04 8.845500000E-04
340 1.113735000E-03 1.084601000E-03 1.060674000E-03 1.044159000E-03
