N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.195977785E+00 1.192200553E+00 1.188203358E+00 1.184342707E+00
1.600000000E+01 1.250516736E+00 1.247067847E+00 1.244031095E+00 1.240316060E+00
1.700000000E+01 1.318961089E+00 1.313691623E+00 1.309189692E+00 1.306745254E+00
1.549996187E+01 1.227006797E+00 1.222787900E+00 1.220576982E+00 1.218423512E+00
1.649996187E+01 1.279426263E+00 1.274950431E+00 1.271673411E+00 1.268797241E+00
1.674996808E+01 1.297687720E+00 1.291853905E+00 1.288765695E+00 1.285901093E+00
1.624993176E+01 1.263775981E+00 1.260176662E+00 1.257033440E+00 1.254018989E+00
1.574996808E+01 1.238476817E+00 1.235253422E+00 1.231352137E+00 1.229379010E+00
1.524993176E+01 1.214783679E+00 1.210945576E+00 1.208124189E+00 1.205646530E+00
