T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.261500834E+00 1.215518229E+00 4.598260500E-02 1.258001220E+00 1.214325338E+00 4.367588200E-02 3.499614000E-03 1.192891000E-03
295 1.262513566E+00 1.218334586E+00 4.417898000E-02 1.259421926E+00 1.217134697E+00 4.228722900E-02 3.091640000E-03 1.199889000E-03
300 1.264170932E+00 1.221286977E+00 4.288395500E-02 1.261394538E+00 1.220036545E+00 4.135799300E-02 2.776394000E-03 1.250432000E-03
305 1.266398302E+00 1.223863148E+00 4.253515400E-02 1.263827795E+00 1.222539399E+00 4.128839600E-02 2.570507000E-03 1.323749000E-03
310 1.268900696E+00 1.226679199E+00 4.222149700E-02 1.266422638E+00 1.225194953E+00 4.122768500E-02 2.478058000E-03 1.484246000E-03
315 1.271324550E+00 1.229338569E+00 4.198598100E-02 1.268821255E+00 1.227572137E+00 4.124911800E-02 2.503295000E-03 1.766432000E-03
320 1.273206557E+00 1.230977953E+00 4.222860400E-02 1.270569577E+00 1.229007030E+00 4.156254700E-02 2.636980000E-03 1.970923000E-03
325 1.273575439E+00 1.232548201E+00 4.102723800E-02 1.270711085E+00 1.230224481E+00 4.048660400E-02 2.864354000E-03 2.323720000E-03
330 1.271511111E+00 1.233432087E+00 3.807902400E-02 1.268352584E+00 1.230688814E+00 3.766377000E-02 3.158527000E-03 2.743273000E-03
335 1.265363158E+00 1.232614529E+00 3.274862900E-02 1.261904636E+00 1.229426521E+00 3.247811500E-02 3.458522000E-03 3.188008000E-03
340 1.252407017E+00 1.231556630E+00 2.085038700E-02 1.248748251E+00 1.227853475E+00 2.089477600E-02 3.658766000E-03 3.703155000E-03
