N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.492110000E-04 2.037180000E-04 1.745980000E-04 1.543200000E-04
1.600000000E+01 8.275620000E-04 7.169860000E-04 6.681210000E-04 6.133780000E-04
1.700000000E+01 1.894619000E-03 1.840079000E-03 1.812784000E-03 2.574846000E-03
1.549996187E+01 5.036490000E-04 4.254110000E-04 3.716500000E-04 3.251390000E-04
1.649996187E+01 1.168053000E-03 1.080547000E-03 1.037265000E-03 9.864240000E-04
1.674996808E+01 1.452044000E-03 1.378182000E-03 1.382426000E-03 1.339972000E-03
1.624993176E+01 9.863700000E-04 8.827690000E-04 8.159650000E-04 7.818310000E-04
1.574996808E+01 6.624340000E-04 5.864200000E-04 5.180220000E-04 4.543860000E-04
1.524993176E+01 3.620490000E-04 2.981560000E-04 2.567810000E-04 2.284500000E-04
